,Down,Yards,Quarter,DefendersInTheBox
148995,1,1,2,8.0
149026,1,4,2,8.0
149036,1,7,2,8.0
149057,2,11,2,6.0
149082,1,1,2,7.0
149105,1,15,3,6.0
149127,1,4,3,5.0
149149,2,5,3,7.0
149167,1,-5,3,7.0
149189,4,-1,3,7.0
149215,1,7,3,7.0
149237,2,16,3,8.0
149266,1,12,3,8.0
149280,2,3,3,7.0
149302,3,66,3,7.0
149325,1,4,3,7.0
149347,1,0,3,10.0
149365,1,1,3,6.0
149391,1,-2,3,7.0
149423,2,16,4,7.0
149445,1,0,4,7.0
149457,2,2,4,8.0
149479,1,11,4,7.0
149509,1,0,4,7.0
149531,2,2,4,8.0
149544,1,3,4,6.0
149566,2,6,4,6.0
149597,1,3,4,8.0
149619,2,5,4,8.0
149641,3,43,4,7.0
149661,2,4,1,6.0
149666,2,2,1,7.0
149705,1,5,1,7.0
149710,1,4,1,8.0
149741,2,5,1,8.0
149762,1,13,1,7.0
149777,1,2,1,7.0
149798,2,1,1,7.0
149828,1,0,1,7.0
149863,1,-1,1,7.0
149885,2,0,1,8.0
149886,1,-2,2,8.0
149925,2,7,2,6.0
149939,1,16,2,8.0
149960,1,-2,2,7.0
149983,1,-2,2,8.0
150004,2,7,2,7.0
150035,2,3,2,7.0
150040,1,-4,2,6.0
150071,3,0,2,6.0
150101,2,-1,3,7.0
150106,1,5,3,7.0
150129,2,2,3,8.0
150167,2,3,3,6.0
150189,2,2,3,7.0
150211,2,7,3,6.0
150233,1,5,4,6.0
150255,2,5,4,6.0
150277,1,2,4,7.0
150299,1,4,4,7.0
150324,1,3,4,5.0
150346,2,5,4,6.0
150369,1,5,4,8.0
150391,1,3,1,6.0
150410,1,4,1,6.0
150432,2,7,1,7.0
150457,1,-1,1,6.0
150477,2,4,1,7.0
150486,1,2,1,6.0
150508,2,11,1,7.0
150542,1,50,1,7.0
150565,1,4,1,8.0
150575,1,-2,1,6.0
150598,1,3,1,6.0
150619,2,0,1,6.0
150653,2,7,2,6.0
150677,1,4,2,6.0
150699,1,10,2,7.0
150719,1,12,2,8.0
150726,1,4,2,7.0
150748,1,4,2,7.0
150771,1,2,2,6.0
150809,1,4,2,6.0
150831,2,3,2,7.0
150837,1,4,2,6.0
150875,1,5,2,4.0
150882,1,-1,3,8.0
150916,1,0,3,7.0
150927,1,4,3,6.0
150948,1,-1,3,7.0
150983,1,1,3,7.0
151005,1,-2,3,7.0
151016,1,0,3,6.0
151048,3,1,3,6.0
151057,1,10,3,7.0
151079,1,8,3,6.0
151100,2,2,4,7.0
151123,1,-1,4,6.0
151145,2,2,4,6.0
151168,1,6,4,7.0
151203,1,2,4,7.0
151225,2,16,4,6.0
151247,1,7,4,7.0
151268,2,12,4,6.0
151280,1,0,4,6.0
151308,1,5,1,8.0
151330,2,1,1,8.0
151347,1,4,1,7.0
151369,1,8,1,7.0
151390,2,6,1,6.0
151405,1,2,1,7.0
151435,2,-2,1,7.0
151449,1,3,1,7.0
151479,2,4,1,7.0
151506,1,7,1,6.0
151528,1,4,1,6.0
151545,1,29,1,7.0
151559,1,-1,1,8.0
151587,2,9,1,7.0
151610,1,-1,1,8.0
151638,2,1,2,8.0
151655,2,2,2,8.0
151682,1,0,2,7.0
151698,1,2,2,8.0
151720,2,0,2,8.0
151743,1,2,2,8.0
151762,2,-3,2,8.0
151792,1,-1,2,7.0
151808,3,0,2,8.0
151827,3,1,2,7.0
151849,3,8,2,4.0
151875,1,-1,3,8.0
151903,1,1,3,6.0
151924,2,3,3,8.0
151940,2,2,3,8.0
151962,2,4,3,6.0
151991,1,3,3,8.0
152012,1,1,3,7.0
152029,1,4,3,8.0
152051,2,9,3,8.0
152073,1,2,3,6.0
152094,2,2,3,7.0
152116,1,4,3,7.0
152138,2,5,3,8.0
152161,3,3,3,8.0
152175,1,0,3,8.0
152197,2,1,3,6.0
152227,1,1,4,7.0
152249,2,0,4,8.0
152277,1,0,4,9.0
152293,1,12,4,8.0
152315,1,2,4,8.0
152329,2,2,4,8.0
152358,1,3,4,7.0
152381,1,2,4,8.0
152403,2,3,4,8.0
152417,3,2,4,7.0
152459,1,8,1,7.0
152469,1,3,1,8.0
152491,2,4,1,7.0
152512,4,5,1,9.0
152547,2,6,1,8.0
152556,2,1,1,6.0
152579,1,4,1,7.0
152601,2,4,1,7.0
152623,3,-3,1,8.0
152657,2,5,2,7.0
152679,1,2,2,6.0
152701,2,1,2,7.0
152723,4,2,2,8.0
152745,1,-4,2,6.0
152767,1,3,2,8.0
152777,1,5,2,9.0
152811,1,0,2,5.0
152833,2,7,2,7.0
152843,1,1,3,7.0
152877,2,4,3,8.0
152899,1,1,3,7.0
152909,1,-3,3,7.0
152943,1,7,3,8.0
152965,2,1,3,6.0
152967,2,2,3,6.0
153009,2,3,3,6.0
153031,3,1,3,7.0
153053,4,0,3,8.0
153062,1,6,3,7.0
153085,2,4,3,6.0
153106,1,1,4,7.0
153141,2,0,4,6.0
153150,1,9,4,7.0
153173,2,2,4,8.0
153195,1,5,4,6.0
153217,2,-3,4,8.0
153251,1,6,4,5.0
153260,1,3,4,8.0
153282,1,2,4,8.0
153305,1,1,4,8.0
153326,2,5,4,8.0
153349,3,-2,4,6.0
153370,1,3,4,10.0
153405,2,1,4,7.0
153412,1,6,1,7.0
153434,2,7,1,6.0
153464,1,3,1,6.0
153486,2,-3,1,6.0
153502,2,9,1,6.0
153537,1,1,1,8.0
153552,1,-3,1,8.0
153574,1,7,1,6.0
153596,3,3,1,7.0
153618,2,2,1,7.0
153643,1,5,1,7.0
153662,2,13,1,8.0
153684,1,-2,2,6.0
153698,1,1,2,7.0
153720,1,-4,2,7.0
153742,1,1,2,7.0
153772,1,5,2,6.0
153786,1,-3,2,8.0
153823,1,-1,2,7.0
153830,1,-1,2,7.0
153860,1,9,2,8.0
153882,2,1,2,8.0
153896,1,4,2,8.0
153926,1,11,2,7.0
153948,1,1,2,7.0
153970,1,2,3,6.0
153992,2,-3,3,7.0
154006,2,1,3,7.0
154043,2,3,3,6.0
154050,2,5,3,8.0
154072,1,3,3,7.0
154109,1,7,3,6.0
154131,2,1,3,7.0
154153,2,4,3,7.0
154175,3,10,3,7.0
154197,1,3,3,6.0
154219,1,3,4,8.0
154226,1,3,4,6.0
154256,1,1,4,8.0
154278,1,4,4,7.0
154292,1,4,4,7.0
154314,4,-1,4,8.0
154351,1,34,4,7.0
154366,1,6,4,8.0
154388,2,2,4,8.0
154410,1,4,4,8.0
154432,2,0,4,8.0
154454,3,-2,4,8.0
154469,1,6,1,6.0
154491,1,5,1,6.0
154513,1,3,1,7.0
154535,2,6,1,7.0
154565,1,2,1,7.0
154589,1,3,1,7.0
154609,2,-3,1,8.0
154636,4,2,1,9.0
154653,1,13,1,8.0
154667,1,0,1,7.0
154697,1,0,1,9.0
154720,2,4,2,8.0
154741,2,8,2,9.0
154755,1,-1,2,7.0
154785,2,3,2,8.0
154799,1,5,2,7.0
154821,1,5,2,6.0
154843,1,-3,2,7.0
154878,1,3,2,9.0
154896,2,9,2,6.0
154918,3,7,2,6.0
154939,1,-4,3,7.0
154953,1,2,3,6.0
154975,2,0,3,6.0
155006,2,-2,3,9.0
155029,2,2,3,6.0
155039,2,2,3,6.0
155071,1,25,3,8.0
155095,1,6,3,7.0
155115,1,0,4,9.0
155137,2,2,4,8.0
155151,1,8,4,6.0
155182,1,3,4,7.0
155204,1,6,4,9.0
155226,2,4,4,8.0
155239,2,0,4,6.0
155261,3,-1,4,7.0
155291,1,2,4,7.0
155313,1,34,4,9.0
155336,1,2,4,8.0
155358,2,2,4,7.0
155379,1,9,4,8.0
155406,2,3,4,8.0
155424,1,3,4,9.0
155446,2,-1,4,9.0
155467,3,2,4,8.0
155487,1,4,1,7.0
155506,1,3,1,8.0
155528,1,3,1,8.0
155561,1,10,1,6.0
155575,2,9,1,8.0
155599,1,-12,1,7.0
155619,1,11,1,8.0
155649,1,3,1,7.0
155660,1,4,1,7.0
155682,1,7,1,8.0
155704,2,30,1,8.0
155726,1,4,1,7.0
155751,1,36,1,8.0
155764,1,-2,2,6.0
155792,1,3,2,7.0
155814,1,2,2,8.0
155836,2,1,2,8.0
155869,2,2,2,7.0
155886,3,2,2,8.0
155905,1,3,2,7.0
155927,2,2,2,8.0
155946,1,-1,2,7.0
155962,1,16,2,6.0
155990,1,1,2,8.0
156006,1,4,2,6.0
156028,2,-1,2,6.0
156056,1,3,3,7.0
156089,1,-1,3,6.0
156103,1,11,3,7.0
156125,2,3,3,7.0
156144,1,3,3,7.0
156163,2,4,3,8.0
156188,1,4,3,7.0
156210,2,7,3,7.0
156232,1,3,3,7.0
156265,1,2,3,7.0
156284,1,-8,3,8.0
156297,1,2,4,8.0
156331,1,24,4,6.0
156345,1,4,4,7.0
156375,2,-1,4,6.0
156386,1,4,4,7.0
156408,1,9,4,7.0
156430,2,17,4,8.0
156452,1,2,4,10.0
156485,1,3,4,7.0
156496,1,6,4,9.0
156518,2,3,4,10.0
156539,3,-1,4,10.0
156565,1,20,5,7.0
156587,1,31,5,8.0
156606,1,1,1,7.0
156625,2,3,1,6.0
156656,2,5,1,7.0
156678,1,-1,1,7.0
156696,2,1,1,7.0
156722,2,0,1,8.0
156744,2,6,1,7.0
156760,3,7,1,8.0
156782,1,7,1,7.0
156810,2,2,1,7.0
156832,1,3,2,7.0
156853,1,1,2,10.0
156870,1,5,2,6.0
156890,2,3,2,6.0
156913,1,16,2,6.0
156933,1,1,2,6.0
156968,1,9,2,7.0
156989,3,0,2,8.0
156998,1,3,2,4.0
157020,2,8,2,4.0
157052,1,3,3,7.0
157073,2,0,3,6.0
157100,3,-1,3,6.0
157112,1,3,3,7.0
157134,1,0,3,6.0
157156,1,2,3,8.0
157178,2,9,3,7.0
157200,1,1,3,6.0
157227,1,4,3,6.0
157249,1,14,3,8.0
157272,2,5,3,8.0
157298,1,3,3,7.0
157310,1,2,4,7.0
157332,3,1,4,6.0
157360,1,5,4,8.0
157382,1,9,4,8.0
157407,2,3,4,7.0
157430,1,2,4,6.0
157444,3,12,4,3.0
157464,1,12,4,6.0
157492,1,4,4,7.0
157514,1,-3,4,8.0
157530,1,3,4,6.0
157552,2,10,4,6.0
157574,1,0,4,6.0
157602,1,2,4,9.0
157624,2,2,4,9.0
157640,1,2,5,6.0
157662,1,0,5,7.0
157684,2,8,5,6.0
157712,1,3,5,8.0
157734,2,10,5,6.0
157760,2,2,5,7.0
157763,1,-1,1,7.0
157785,2,8,1,6.0
157807,1,2,1,7.0
157843,1,3,1,8.0
157851,1,37,1,7.0
157873,1,27,1,7.0
157911,1,1,1,7.0
157934,1,7,1,6.0
157955,1,-1,1,8.0
157977,1,3,1,7.0
157983,1,-2,1,8.0
158005,2,2,1,6.0
158040,1,0,2,8.0
158065,1,5,2,7.0
158087,2,4,2,6.0
158107,3,4,2,8.0
158115,1,-3,2,7.0
158153,1,-2,2,7.0
158176,2,20,2,6.0
158195,1,7,2,6.0
158219,2,19,2,8.0
158240,1,1,2,7.0
158247,1,6,2,7.0
158284,1,0,2,6.0
158307,2,1,2,6.0
158329,1,10,2,7.0
158351,1,0,3,7.0
158373,1,17,3,7.0
158395,1,4,3,7.0
158416,1,-2,3,9.0
158423,1,32,3,7.0
158451,1,3,3,7.0
158467,2,0,3,7.0
158504,1,10,3,8.0
158526,2,-4,3,6.0
158533,2,7,3,7.0
158555,2,-1,4,11.0
158597,2,10,4,7.0
158619,1,4,4,8.0
158636,2,0,4,8.0
158663,1,2,4,9.0
158685,2,1,4,8.0
158707,1,21,4,8.0
158714,2,2,4,4.0
158746,1,0,4,8.0
158767,2,2,4,8.0
158795,1,2,4,8.0
158813,1,7,1,6.0
158827,1,5,1,6.0
158857,2,6,1,6.0
158882,1,0,1,6.0
158903,2,7,1,7.0
158916,1,0,1,11.0
158938,2,0,1,11.0
158967,1,5,1,6.0
158992,1,2,1,6.0
159010,4,3,1,8.0
159035,1,5,1,6.0
159057,2,3,1,5.0
159080,3,3,1,7.0
159099,2,5,1,7.0
159121,3,3,1,7.0
159136,1,5,1,6.0
159158,2,1,1,8.0
159179,2,6,2,7.0
159209,2,2,2,7.0
159230,1,1,2,6.0
159245,2,5,2,6.0
159277,2,8,2,7.0
159299,1,-3,2,7.0
159311,1,4,2,6.0
159341,1,5,2,7.0
159363,2,-1,2,7.0
159373,3,-5,2,6.0
159400,2,-2,3,7.0
159429,2,1,3,6.0
159453,1,4,3,6.0
159475,2,5,3,6.0
159489,3,3,3,6.0
159511,1,1,3,6.0
159533,2,3,3,6.0
159554,1,4,3,8.0
159575,2,3,3,5.0
159608,2,3,3,6.0
159629,1,5,3,6.0
159637,1,-3,3,7.0
159657,2,4,3,5.0
159693,1,-2,3,7.0
159717,1,2,4,6.0
159736,2,2,4,6.0
159751,1,2,4,7.0
159773,1,3,4,7.0
159796,2,5,4,6.0
159827,1,0,4,6.0
159840,1,8,4,7.0
159862,2,-1,4,9.0
159883,2,4,4,8.0
159905,1,-1,4,8.0
159928,2,0,4,9.0
159949,3,-2,4,7.0
159976,1,4,1,7.0
159997,2,5,1,7.0
160020,3,3,1,7.0
160049,2,5,1,7.0
160052,1,2,1,7.0
160079,1,5,1,6.0
160101,3,3,1,7.0
160117,1,-1,1,7.0
160142,1,4,1,8.0
160161,1,4,1,7.0
160196,2,5,1,7.0
160206,1,0,2,7.0
160240,1,7,2,6.0
160269,2,2,2,7.0
160283,1,1,2,6.0
160299,1,-2,2,9.0
160328,2,25,2,6.0
160357,2,7,2,6.0
160379,1,5,2,6.0
160401,2,4,2,6.0
160423,3,3,2,7.0
160438,2,9,2,6.0
160460,3,2,2,7.0
160470,1,20,2,8.0
160504,1,5,3,6.0
160532,1,0,3,6.0
160536,1,11,3,7.0
160559,2,10,3,8.0
160583,1,3,3,8.0
160614,2,1,3,6.0
160639,4,0,3,8.0
160647,1,12,3,7.0
160668,1,-1,3,8.0
160690,1,3,4,7.0
160716,1,6,4,6.0
160738,2,1,4,6.0
160770,2,11,4,5.0
160779,1,4,4,8.0
160801,2,1,4,8.0
160823,3,4,4,8.0
160856,1,5,4,5.0
160879,2,0,1,7.0
160893,2,6,1,6.0
160908,1,4,1,5.0
160930,2,7,1,7.0
160957,1,4,1,7.0
160989,1,0,1,8.0
161010,2,22,1,8.0
161032,1,1,1,7.0
161054,1,4,1,7.0
161076,1,1,1,6.0
161091,1,-1,1,7.0
161126,1,5,1,8.0
161147,2,1,2,7.0
161160,2,5,2,6.0
161187,1,2,2,8.0
161194,2,-2,2,6.0
161222,3,2,2,6.0
161253,1,4,2,8.0
161275,2,1,2,8.0
161302,1,4,2,8.0
161324,3,4,2,7.0
161340,2,3,2,8.0
161362,1,4,2,6.0
161390,2,2,2,7.0
161407,1,1,2,7.0
161421,1,8,3,6.0
161443,2,1,3,7.0
161468,2,1,3,6.0
161490,1,8,3,6.0
161512,2,11,3,7.0
161539,1,12,3,8.0
161560,1,20,3,7.0
161582,1,-1,3,7.0
161590,1,4,3,6.0
161619,2,71,3,6.0
161634,2,4,3,7.0
161670,2,9,3,7.0
161693,1,8,3,8.0
161720,3,0,3,8.0
161722,1,1,3,6.0
161754,2,8,3,6.0
161766,1,2,3,6.0
161788,1,30,4,6.0
161810,1,5,4,6.0
161832,2,2,4,7.0
161854,1,-2,4,7.0
161886,2,17,4,6.0
161898,1,4,4,8.0
161920,2,-2,4,7.0
161947,3,4,4,6.0
161982,1,-3,4,7.0
162004,2,-2,4,6.0
162010,1,4,1,8.0
162032,2,2,1,6.0
162070,2,69,1,5.0
162092,1,-1,1,6.0
162115,2,4,1,6.0
162121,1,13,1,7.0
162143,1,3,1,7.0
162164,2,1,1,7.0
162202,1,4,1,5.0
162209,1,8,1,6.0
162230,2,7,1,7.0
162253,1,-4,1,7.0
162293,1,-1,2,7.0
162315,2,1,2,7.0
162320,1,-1,2,6.0
162356,1,2,2,6.0
162381,1,-6,2,7.0
162399,3,0,2,4.0
162409,2,3,2,7.0
162429,1,3,2,7.0
162448,1,3,2,7.0
162491,1,6,3,6.0
162495,1,2,3,8.0
162535,1,2,3,6.0
162557,2,2,3,6.0
162561,2,-2,3,6.0
162599,1,-1,3,8.0
162620,1,1,4,6.0
162624,1,1,4,8.0
162648,1,0,4,8.0
162686,2,0,4,6.0
162709,4,0,4,8.0
162714,2,2,4,7.0
162736,1,0,4,8.0
162758,2,-3,4,7.0
162799,1,0,4,6.0
162802,1,3,4,8.0
162824,2,1,4,9.0
162846,3,-1,4,9.0
162875,2,5,1,8.0
162896,2,2,1,7.0
162914,3,3,1,7.0
162941,1,1,1,11.0
162963,1,3,1,7.0
162985,2,0,1,8.0
163006,2,3,1,8.0
163038,1,1,1,7.0
163059,1,13,1,6.0
163083,1,6,1,8.0
163103,1,7,1,6.0
163116,2,-4,1,8.0
163137,1,2,1,8.0
163171,1,-3,2,6.0
163193,2,4,2,5.0
163211,3,2,2,7.0
163237,1,1,2,6.0
163256,2,-1,2,7.0
163282,1,0,2,9.0
163299,3,0,2,10.0
163314,1,-2,2,8.0
163337,1,4,2,6.0
163358,2,-3,2,7.0
163380,1,-1,2,8.0
163414,1,7,3,6.0
163435,1,6,3,6.0
163446,2,9,3,7.0
163467,2,2,3,7.0
163489,1,2,3,7.0
163523,1,5,3,7.0
163545,1,2,3,7.0
163556,2,5,3,7.0
163579,1,9,4,8.0
163599,2,6,4,8.0
163623,1,-2,4,8.0
163650,2,0,4,8.0
163666,2,3,4,7.0
163688,1,2,4,8.0
163711,2,17,4,7.0
163732,1,2,4,8.0
163754,3,2,4,7.0
163776,1,6,4,8.0
163798,2,1,4,8.0
163830,2,3,1,6.0
163838,1,2,1,7.0
163860,1,0,1,7.0
163883,1,1,1,5.0
163905,1,10,1,7.0
163927,1,1,1,7.0
163955,1,0,1,8.0
163971,1,-1,1,6.0
164004,1,5,1,7.0
164014,1,1,1,7.0
164049,1,5,1,6.0
164072,1,3,2,7.0
164092,2,5,2,6.0
164115,1,2,2,7.0
164125,1,1,2,7.0
164146,1,4,2,7.0
164171,1,9,2,6.0
164192,2,9,2,6.0
164214,1,3,2,6.0
164235,1,-6,2,7.0
164257,3,-2,2,5.0
164278,1,-1,2,7.0
164301,1,0,2,6.0
164322,1,46,3,8.0
164345,1,16,3,8.0
164367,1,11,3,7.0
164388,1,2,3,8.0
164419,1,10,3,6.0
164441,1,3,3,7.0
164469,1,1,3,6.0
164490,1,6,3,6.0
164512,1,0,3,7.0
164520,2,2,3,7.0
164554,1,-3,3,7.0
164575,1,8,3,7.0
164586,1,-4,3,8.0
164609,1,0,4,7.0
164630,2,2,4,7.0
164652,1,3,4,8.0
164674,2,-3,4,6.0
164708,1,5,4,6.0
164717,1,2,4,8.0
164741,2,1,4,8.0
164763,1,-4,4,7.0
164784,1,1,4,8.0
164807,2,1,4,7.0
164828,1,5,4,7.0
164850,2,1,4,8.0
164872,3,3,4,8.0
164904,1,5,1,7.0
164933,2,-4,1,6.0
164940,1,-3,1,7.0
164963,2,3,1,6.0
164991,1,6,1,8.0
165014,2,3,1,6.0
165042,3,3,1,8.0
165058,1,6,1,7.0
165081,3,6,1,6.0
165101,2,1,1,8.0
165116,1,1,1,8.0
165138,1,1,1,6.0
165164,1,1,1,7.0
165195,1,4,2,9.0
165218,2,4,2,8.0
165240,1,9,2,7.0
165261,1,6,2,6.0
165274,2,5,2,6.0
165296,3,3,2,5.0
165315,1,1,2,6.0
165340,1,-2,2,7.0
165358,1,11,3,6.0
165380,1,7,3,7.0
165402,2,1,3,7.0
165424,1,1,3,6.0
165446,2,5,3,6.0
165468,1,0,3,8.0
165490,2,1,3,7.0
165522,1,3,3,8.0
165543,1,5,3,6.0
165565,2,2,3,6.0
165578,1,6,3,6.0
165601,1,0,3,8.0
165631,1,5,3,7.0
165658,3,3,3,7.0
165680,1,4,4,6.0
165702,1,6,4,6.0
165724,2,2,4,8.0
165730,1,6,4,6.0
165754,2,9,4,7.0
165776,1,-2,4,7.0
165798,2,3,4,7.0
165820,1,2,4,8.0
165842,2,8,4,8.0
165863,1,1,4,8.0
165886,2,9,4,8.0
165912,1,7,4,8.0
165934,2,1,4,8.0
165951,1,5,1,7.0
165989,2,2,1,6.0
166011,3,0,1,8.0
166017,1,2,1,7.0
166039,1,3,1,8.0
166057,3,11,1,6.0
166099,1,1,1,7.0
166121,1,0,1,7.0
166131,1,9,1,7.0
166152,1,3,1,6.0
166187,1,0,2,7.0
166193,1,2,2,8.0
166211,2,4,2,6.0
166237,1,5,2,8.0
166258,1,6,2,7.0
166285,2,2,2,8.0
166307,1,4,2,8.0
166328,2,4,2,7.0
166350,3,1,2,7.0
166369,4,2,2,7.0
166391,2,4,2,7.0
166429,2,2,2,6.0
166431,1,3,2,6.0
166457,2,0,2,8.0
166495,1,6,3,7.0
166517,2,10,3,6.0
166539,3,11,3,4.0
166548,1,-2,3,7.0
166570,2,7,3,6.0
166605,1,1,3,8.0
166611,2,2,3,8.0
166649,1,-3,3,6.0
166671,1,3,3,7.0
166692,2,11,3,6.0
166714,1,9,3,7.0
166736,2,16,3,8.0
166757,1,8,3,8.0
166781,2,3,4,8.0
166803,2,6,4,6.0
166809,2,-1,4,7.0
166847,1,4,4,6.0
166857,2,9,4,7.0
166891,1,6,4,6.0
166913,2,1,4,6.0
166935,1,11,4,7.0
166957,1,-1,4,8.0
166979,2,5,4,5.0
167001,1,2,4,8.0
167023,1,3,4,8.0
167045,3,1,4,9.0
167067,2,0,4,9.0
167070,1,6,1,8.0
167092,2,4,1,8.0
167115,2,7,1,8.0
167137,1,10,1,7.0
167156,1,4,1,8.0
167197,1,5,1,6.0
167218,2,4,1,8.0
167241,2,3,1,6.0
167264,2,6,1,6.0
167268,2,1,1,8.0
167307,1,20,1,7.0
167329,1,2,1,7.0
167334,1,2,2,8.0
167374,2,5,2,7.0
167390,1,15,2,8.0
167418,1,6,2,6.0
167440,2,1,2,7.0
167443,1,3,2,8.0
167466,1,3,2,8.0
167488,2,9,2,7.0
167509,1,5,2,7.0
167532,2,-1,2,6.0
167560,1,0,2,7.0
167593,1,7,2,6.0
167615,1,5,3,6.0
167637,2,-4,3,7.0
167660,2,9,3,7.0
167681,3,3,3,8.0
167684,1,0,3,8.0
167706,2,3,3,6.0
167736,1,3,3,7.0
167758,1,2,3,11.0
167793,1,-1,3,6.0
167814,1,4,3,6.0
167836,2,2,3,6.0
167857,2,2,4,6.0
167879,1,9,4,8.0
167887,1,3,4,6.0
167904,1,8,4,6.0
167946,1,3,4,7.0
167967,2,1,4,6.0
167990,1,1,4,6.0
168011,2,8,4,6.0
168033,3,14,4,8.0
168056,1,3,4,8.0
168078,2,14,4,9.0
168083,2,14,1,7.0
168105,1,3,1,7.0
168128,2,12,1,7.0
168149,1,10,1,8.0
168171,1,-3,1,7.0
168193,2,6,1,5.0
168232,1,9,1,6.0
168255,2,1,1,7.0
168277,1,19,1,5.0
168294,2,11,1,5.0
168303,1,9,1,7.0
168326,1,13,1,7.0
168348,1,-1,1,7.0
168386,2,7,2,5.0
168409,1,6,2,8.0
168431,2,4,2,7.0
168453,3,4,2,8.0
168474,1,3,2,5.0
168479,1,0,2,5.0
168514,1,3,2,6.0
168523,2,4,2,7.0
168562,1,-4,2,7.0
168585,1,4,2,6.0
168607,2,1,2,7.0
168618,2,0,2,6.0
168633,3,2,2,6.0
168672,2,7,3,6.0
168694,1,3,3,6.0
168716,1,4,3,6.0
168721,1,27,3,7.0
168743,1,11,3,6.0
168765,1,-3,3,8.0
168788,1,0,3,7.0
168826,2,1,3,7.0
168844,3,-2,3,6.0
168854,1,9,3,7.0
168892,1,4,3,7.0
168915,1,6,3,8.0
168936,2,-4,4,7.0
168941,2,10,4,7.0
168964,1,1,4,6.0
168985,4,2,4,9.0
169008,1,4,4,5.0
169029,2,0,4,11.0
169069,1,15,4,7.0
169090,1,0,4,5.0
169113,2,14,4,8.0
169135,1,11,4,6.0
169156,1,-1,4,8.0
169159,1,3,1,8.0
169181,2,1,1,8.0
169212,1,-1,1,8.0
169233,1,1,1,8.0
169247,2,-3,1,7.0
169280,1,-3,1,8.0
169299,1,0,1,7.0
169314,2,2,1,7.0
169355,1,0,1,7.0
169377,2,4,1,6.0
169399,1,2,2,8.0
169421,1,5,2,6.0
169434,1,0,2,7.0
169446,1,1,2,5.0
169468,1,1,2,7.0
169500,2,3,2,6.0
169522,1,5,2,7.0
169544,1,3,2,6.0
169566,2,3,2,6.0
169588,3,14,2,7.0
169599,1,-2,2,6.0
169621,1,3,3,8.0
169643,2,-9,3,8.0
169676,1,7,3,8.0
169698,2,3,3,7.0
169720,1,-1,3,6.0
169742,1,4,3,7.0
169770,2,0,3,6.0
169786,1,3,3,8.0
169808,1,2,3,7.0
169827,1,10,4,8.0
169852,1,6,4,8.0
169874,2,2,4,8.0
169892,1,10,4,8.0
169914,1,7,4,7.0
169936,1,14,4,7.0
169958,1,9,4,8.0
169980,2,2,4,8.0
169994,1,1,4,9.0
170017,1,12,4,8.0
170046,1,4,4,8.0
170061,1,-1,4,8.0
170091,2,6,4,8.0
170112,1,1,4,8.0
170135,2,16,4,8.0
170149,2,0,1,7.0
170191,1,-1,1,6.0
170193,1,-1,1,7.0
170220,3,4,1,6.0
170257,1,3,1,6.0
170259,1,10,1,7.0
170301,2,4,1,7.0
170303,1,7,1,7.0
170325,2,-1,1,8.0
170353,2,1,1,8.0
170369,1,1,1,8.0
170411,1,3,1,7.0
170433,2,-5,1,7.0
170435,1,3,2,7.0
170457,1,1,2,7.0
170479,2,1,2,7.0
170501,2,2,2,6.0
170523,3,14,2,7.0
170550,2,8,2,6.0
170567,2,-3,2,7.0
170593,2,5,2,6.0
170629,1,-10,3,6.0
170653,2,16,3,6.0
170675,1,9,3,6.0
170697,2,2,3,6.0
170699,1,-4,3,7.0
170741,1,1,3,5.0
170743,2,0,3,8.0
170785,1,-3,3,7.0
170807,2,2,3,7.0
170809,1,7,3,7.0
170831,2,0,4,8.0
170873,1,2,4,7.0
170894,3,-3,4,7.0
170897,2,5,4,7.0
170919,2,11,4,7.0
170945,1,4,4,7.0
170963,1,0,4,7.0
170985,2,-1,4,8.0
171019,1,13,1,7.0
171044,2,2,1,11.0
171063,1,22,1,7.0
171087,1,3,1,8.0
171108,1,1,1,7.0
171123,1,8,1,7.0
171148,2,-1,1,8.0
171167,1,0,1,6.0
171192,3,0,1,7.0
171211,4,2,1,8.0
171236,2,3,1,6.0
171265,1,11,2,6.0
171286,1,4,2,7.0
171308,1,3,2,7.0
171329,1,22,2,7.0
171352,1,0,2,10.0
171368,1,3,2,8.0
171390,1,4,2,7.0
171409,1,2,2,7.0
171434,1,13,2,6.0
171456,1,-1,2,7.0
171475,1,9,2,6.0
171497,2,5,2,6.0
171519,3,1,3,7.0
171548,1,25,3,7.0
171570,1,5,3,6.0
171592,2,3,3,7.0
171614,3,5,3,6.0
171636,1,-3,3,6.0
171651,2,11,3,8.0
171676,2,-5,3,7.0
171703,1,3,3,7.0
171725,1,-1,3,6.0
171747,2,7,3,6.0
171764,3,4,3,3.0
171789,1,-3,3,7.0
171815,3,4,3,7.0
171837,2,8,3,6.0
171859,3,1,3,6.0
171881,4,-2,4,9.0
171900,2,6,4,6.0
171921,1,6,4,6.0
171943,2,3,4,7.0
171965,3,25,4,8.0
171987,1,-1,4,8.0
172011,1,2,4,8.0
172032,2,5,4,7.0
172054,3,2,4,7.0
172062,1,4,1,7.0
172094,1,0,1,8.0
172116,2,8,1,6.0
172140,2,-1,1,7.0
172170,1,3,1,8.0
172184,2,7,1,8.0
172205,1,4,1,7.0
172228,1,14,1,8.0
172259,1,1,1,7.0
172271,2,-1,1,8.0
172282,1,0,2,8.0
172304,1,3,2,8.0
172336,1,6,2,8.0
172348,2,0,2,11.0
