,Down,Yards
169643,2,-9
169676,1,7
169698,2,3
169720,1,-1
169742,1,4
169770,2,0
169786,1,3
169808,1,2
169827,1,10
169852,1,6
169874,2,2
169892,1,10
169914,1,7
169936,1,14
169958,1,9
169980,2,2
169994,1,1
170017,1,12
170046,1,4
170061,1,-1
170091,2,6
170112,1,1
170135,2,16
170149,2,0
170191,1,-1
170193,1,-1
170220,3,4
170257,1,3
170259,1,10
170301,2,4
170303,1,7
170325,2,-1
170353,2,1
170369,1,1
170411,1,3
170433,2,-5
170435,1,3
170457,1,1
170479,2,1
170501,2,2
170523,3,14
170550,2,8
170567,2,-3
170593,2,5
170629,1,-10
170653,2,16
170675,1,9
170697,2,2
170699,1,-4
170741,1,1
170743,2,0
170785,1,-3
170807,2,2
170809,1,7
170831,2,0
170873,1,2
170894,3,-3
170897,2,5
170919,2,11
170945,1,4
170963,1,0
170985,2,-1
171019,1,13
171044,2,2
171063,1,22
171087,1,3
171108,1,1
171123,1,8
171148,2,-1
171167,1,0
171192,3,0
171211,4,2
171236,2,3
171265,1,11
171286,1,4
171308,1,3
171329,1,22
171352,1,0
171368,1,3
171390,1,4
171409,1,2
171434,1,13
171456,1,-1
171475,1,9
171497,2,5
171519,3,1
171548,1,25
171570,1,5
171592,2,3
171614,3,5
171636,1,-3
171651,2,11
171676,2,-5
171703,1,3
171725,1,-1
171747,2,7
171764,3,4
171789,1,-3
171815,3,4
171837,2,8
171859,3,1
171881,4,-2
171900,2,6
171921,1,6
171943,2,3
171965,3,25
171987,1,-1
172011,1,2
172032,2,5
172054,3,2
172062,1,4
172094,1,0
172116,2,8
172140,2,-1
172170,1,3
172184,2,7
172205,1,4
172228,1,14
172259,1,1
172271,2,-1
172282,1,0
172304,1,3
172336,1,6
172348,2,0
172381,1,3
172404,1,1
172424,1,40
172447,2,0
172469,1,5
172490,1,3
172512,2,3
172536,2,3
172546,1,3
172568,2,1
172601,1,6
172623,2,6
172645,1,-1
172663,1,0
172688,2,2
172700,1,1
172722,2,2
172755,2,3
172778,1,5
172800,1,6
172822,2,0
172843,1,1
172875,2,-1
172876,1,4
172898,3,2
172920,1,-1
172942,2,0
172964,1,2
172986,2,4
173008,3,1
173041,1,13
173063,1,-2
173085,2,-1
173104,2,4
173136,2,0
173158,4,2
173170,1,1
173191,3,-1
173217,1,35
173238,1,1
173261,1,6
173283,1,1
173312,1,-6
173327,2,3
173346,1,2
173368,2,0
173393,1,22
173425,1,9
173447,2,7
173469,2,9
173479,1,0
173501,1,0
173524,2,-12
173547,2,5
173579,1,2
173591,2,3
173621,1,0
173642,1,30
173657,1,1
173679,1,6
173701,1,4
173723,1,0
173745,2,1
173770,3,0
173783,1,-1
173817,1,4
173836,2,1
173861,2,5
173880,2,10
173907,3,0
173912,1,1
173942,2,74
173968,1,1
173990,2,1
174008,1,6
174022,2,1
174056,1,4
174066,1,6
174088,2,1
174126,2,6
174132,1,3
174162,2,2
174176,1,2
174198,1,2
174228,2,0
174257,3,10
174263,1,5
174286,3,1
174323,1,3
174345,1,14
174367,2,3
174389,2,0
174396,1,7
174432,1,1
174448,1,5
174462,1,2
174500,1,11
174521,1,1
174544,1,0
174565,1,0
174589,2,11
174610,1,2
174632,2,3
174654,1,-1
174662,2,5
174684,1,3
174720,1,2
174742,2,4
174763,1,-2
174772,1,3
174797,2,2
174816,1,11
174839,1,4
174871,2,2
174882,1,2
174909,2,5
174927,3,-1
174952,1,14
174986,1,12
174992,1,-2
175027,1,2
175050,1,1
175072,1,1
175094,1,4
175115,2,5
175138,3,10
175158,1,0
175181,1,14
175203,1,5
175224,2,0
175234,2,1
175256,1,6
175282,1,7
175300,1,6
175327,2,-4
175344,1,0
175366,1,5
175388,2,0
175411,2,3
175445,1,0
175454,1,1
175476,1,-1
175502,1,-1
175524,2,1
175555,1,1
175581,2,0
175599,2,7
175612,2,5
175634,2,2
175665,1,5
175686,1,3
175711,1,2
175733,2,2
175745,1,1
175766,1,8
175788,1,4
175803,1,-6
175841,1,7
175862,2,0
175876,1,1
175898,2,-3
175929,1,7
175951,2,-1
175971,1,0
175997,2,4
176020,3,4
176039,2,3
176061,1,4
176083,2,6
176097,1,-2
176127,2,9
176149,1,4
176171,2,0
176184,2,4
176214,1,10
176226,1,6
176258,1,4
176281,1,3
176303,1,5
176324,2,2
176336,1,2
176358,1,2
176382,3,5
176411,1,6
176423,1,3
176444,2,1
176478,1,4
176499,2,4
176527,1,2
176541,2,7
176565,3,-1
176575,1,4
176599,2,3
176630,1,-1
176645,1,3
176674,1,1
176690,1,4
176711,1,0
176746,1,5
176768,2,11
176784,1,1
176812,1,4
176835,1,8
176840,1,1
176872,2,4
176901,1,9
176916,2,5
176938,1,7
176961,2,0
176983,3,1
177010,1,0
177032,1,1
177042,1,4
177062,2,-1
177085,2,2
177114,1,2
177136,2,6
177158,2,-1
177166,1,3
177202,1,3
177224,2,6
177247,3,0
177268,1,2
177284,1,3
177313,1,-3
177335,1,3
177357,2,7
177379,2,2
177401,1,-3
177423,2,5
177446,1,3
177469,2,11
177484,1,6
177506,2,6
177528,2,0
177550,1,-1
177578,2,2
177594,1,1
177623,1,3
177645,2,5
177660,1,1
177688,1,3
177710,2,2
177732,1,4
177746,2,4
177769,1,4
177792,2,4
177821,2,6
177843,1,3
177858,1,12
177880,2,2
177902,1,9
177924,2,0
177946,3,5
177974,1,4
177997,2,11
178019,1,4
178041,2,2
178056,1,6
178078,2,3
178100,3,5
178128,1,4
178144,1,-2
178172,1,14
178194,1,1
178216,2,5
178238,1,-3
178260,3,11
178276,1,1
178298,2,2
178320,1,-2
178342,1,4
178364,3,4
178379,1,-1
178401,1,0
178423,2,4
178462,1,4
178476,2,5
178506,2,-5
178511,1,17
178533,1,1
178555,1,2
178594,2,0
178600,1,3
178638,1,0
178660,1,-2
178680,2,10
178687,1,3
178709,2,5
178747,1,2
178770,4,29
178792,1,8
178796,1,-1
178819,1,0
178841,2,0
178863,1,1
178894,2,10
178906,1,1
178945,1,-3
178960,2,5
178972,2,3
178994,1,-1
179016,1,7
179038,2,2
179061,3,3
179083,1,2
179121,1,6
179127,1,6
179149,2,0
179188,3,12
179207,1,5
179229,2,1
179236,2,3
179258,1,6
179298,1,-3
179302,2,0
179342,1,8
179363,2,0
179385,1,3
179407,2,-1
179422,3,2
179452,1,0
179469,1,2
179490,2,2
179508,2,15
179530,1,-1
179552,1,-2
179574,1,1
179606,2,3
179627,2,1
179640,1,0
179662,2,8
179689,1,4
179710,2,1
179732,1,3
179754,2,7
179776,1,1
179798,1,-1
179820,1,6
179838,2,6
179864,1,8
179886,2,1
179913,3,1
179930,1,4
179948,1,1
179969,1,3
179997,1,7
180019,2,3
180040,2,8
180058,2,7
180080,2,-3
180106,1,9
180128,2,2
180150,1,8
180173,2,8
180200,2,4
180216,1,2
180234,2,3
180260,1,9
180283,2,6
180304,1,15
180326,1,11
180353,1,4
180375,2,3
180392,1,2
180414,2,-2
180437,1,1
180463,1,10
180485,1,0
180508,2,0
180530,3,1
180541,1,6
180563,2,3
180585,3,2
180607,1,1
180625,1,1
180648,2,6
180681,2,0
180706,1,-2
180725,1,5
180747,3,6
180769,1,3
180791,3,11
180800,1,4
180836,1,2
180859,2,4
180866,1,8
180889,2,1
180915,3,1
180933,2,0
180955,3,2
180976,1,30
180999,1,0
181032,1,10
181043,2,2
181079,1,6
181100,2,5
181124,1,6
181132,1,1
181167,2,13
181188,1,4
181212,2,3
181218,1,-2
181252,2,2
181262,1,1
181285,1,7
181306,2,0
181329,1,2
181353,2,5
181372,1,6
181394,2,3
181416,3,7
181438,1,2
181475,1,3
181483,2,2
181517,1,3
181539,2,7
181562,2,10
181585,1,0
181592,1,3
181615,2,3
181636,1,8
181658,2,3
181696,1,5
181710,2,1
181724,1,3
181747,2,0
181770,2,4
181806,1,8
181827,2,-4
181849,2,-1
181857,1,5
181879,1,2
181915,1,8
181937,2,2
181950,1,33
181972,1,0
181989,2,4
182023,1,9
182047,2,1
182060,1,2
182082,1,1
182114,2,1
182128,2,5
182142,1,-2
182163,1,4
182202,2,0
182214,1,3
182230,3,0
182268,1,11
182289,2,2
182302,1,2
182324,1,6
182356,2,8
182375,1,10
182398,1,3
182414,1,3
182443,2,7
182451,1,5
182478,1,0
182510,2,1
182529,1,2
182552,2,-1
182575,1,6
182597,1,11
182618,1,-2
182641,1,6
182654,1,1
182676,2,0
182698,3,3
182722,1,2
182744,2,18
182766,2,5
182788,2,2
182810,3,2
182827,1,6
182849,1,2
182868,2,10
182891,2,5
182910,2,-1
182942,2,4
182954,1,4
182976,2,7
182998,1,5
183030,2,11
183043,1,2
183064,1,44
183088,1,2
183118,1,4
183140,2,12
183162,1,0
183174,1,2
183198,1,31
183220,1,2
183244,1,3
183266,3,5
183298,2,5
183306,1,6
183328,2,4
183351,1,15
183375,1,0
183397,2,1
183426,1,4
183453,1,4
183475,2,1
183484,1,4
183504,1,0
183529,1,9
183551,2,14
183580,1,4
183592,1,5
183617,2,2
183646,1,13
183668,1,0
183690,1,12
183716,2,12
183724,1,-2
183746,2,0
183770,1,-2
183792,2,5
183816,3,2
183839,2,0
183864,1,8
183886,2,2
183905,1,7
183926,1,-7
183961,1,3
183984,2,-1
183993,1,2
184015,2,-1
184049,1,2
184073,2,1
184094,1,14
184116,1,0
184123,1,3
184161,2,4
184172,1,6
184194,2,1
184216,1,5
184235,1,14
184260,1,3
184282,2,2
184299,2,0
184335,1,0
184356,2,9
184380,3,2
184402,1,2
184411,2,3
184433,1,2
184458,2,7
184480,2,3
184497,1,2
184518,2,0
184543,1,4
184564,1,5
184590,2,-2
184622,1,1
184644,1,1
184665,1,3
184678,1,6
184696,3,18
184722,1,4
184740,3,3
184763,1,4
184785,2,-2
184808,1,5
184829,1,4
184852,1,1
184875,2,4
184909,1,2
184931,2,10
184953,2,5
184975,1,9
184997,2,-1
185019,1,9
185027,1,2
185063,1,1
185073,1,6
185093,1,2
185109,1,3
185151,1,25
185173,1,5
185195,2,0
185217,3,1
185227,1,1
185244,3,5
185269,2,2
185293,1,5
185313,1,8
185336,2,1
185360,3,3
185378,1,6
185401,2,6
185424,2,7
185459,1,5
185468,2,19
185490,1,9
185511,2,3
185535,1,4
185549,2,19
185571,1,3
185600,1,0
185635,1,8
185657,2,-3
185666,1,1
185687,2,0
185711,2,7
185727,1,0
185767,2,5
185789,1,8
185811,1,2
185833,2,7
185838,1,3
185860,3,8
185899,1,2
185921,2,4
185943,1,9
185965,1,20
185967,1,3
185989,2,3
186029,1,-1
186051,2,9
186074,2,2
186077,1,4
186099,2,5
186121,3,4
186161,2,7
186184,1,2
186187,1,4
186209,2,11
186231,1,2
186261,2,-2
186284,1,25
186297,1,3
186319,2,3
186360,1,-2
186381,3,4
186397,2,4
186425,1,2
186447,2,0
186460,2,8
186491,1,6
186514,1,3
186535,1,4
186557,2,5
186561,2,16
186592,1,5
186614,2,4
186627,3,2
186658,2,2
186689,1,-2
186711,1,1
186726,1,3
186756,2,-3
186768,2,2
186800,1,0
186803,1,1
186844,1,-6
186866,1,2
186888,2,24
186903,1,4
186925,2,1
186955,1,1
186977,1,2
186999,2,4
187004,1,6
187025,1,8
187047,2,0
187070,1,0
187109,1,7
187131,2,-5
187140,1,3
187161,1,5
187197,1,6
187219,2,0
187241,2,8
187245,1,6
187266,2,11
187287,2,-1
187329,1,11
187351,1,3
187373,1,1
187395,1,7
187417,2,2
187420,2,14
187443,1,1
187483,1,2
187487,2,5
187527,1,2
187531,2,3
187571,2,0
187593,2,-3
187615,1,42
187619,1,-5
187659,3,1
187664,1,3
187683,1,9
187724,2,4
187743,1,12
187765,1,-1
187787,2,2
187792,1,1
187814,2,3
187852,1,5
187874,2,4
187880,1,8
187923,1,8
187936,1,2
187959,1,6
187981,2,0
188011,4,2
188012,1,10
188034,1,2
188056,1,4
188078,2,3
188100,2,2
188135,1,1
188144,2,6
188179,1,72
188209,1,9
188223,2,3
188253,1,1
188267,2,4
188289,1,-4
188298,2,3
188320,3,0
188363,1,6
188374,1,5
188386,2,1
188418,1,3
188440,2,1
188452,2,8
188487,2,2
188517,2,20
188539,1,17
188553,1,-1
188583,2,-3
188594,1,4
188619,1,4
188640,1,-1
188663,1,1
188685,3,2
188706,1,0
188737,2,0
188748,1,0
188771,1,3
188803,2,-3
188816,1,5
188845,1,19
188860,1,0
188882,1,1
188912,2,8
188926,3,1
188947,1,5
188969,2,9
188992,3,1
189012,1,5
189034,2,2
189056,3,5
189078,2,3
189102,1,4
189123,1,2
189146,1,-3
189168,3,8
189188,1,2
189212,1,13
189234,2,6
189254,2,14
189278,2,8
189308,1,-1
189321,2,1
189343,1,3
189375,1,4
189397,2,-3
189410,1,-2
189431,2,1
189454,1,6
189485,2,-1
189496,1,5
189518,2,4
189541,1,14
189563,1,4
189585,1,5
189607,2,1
189630,2,2
189648,1,2
189673,2,4
189695,2,3
189717,1,0
189739,2,3
189762,1,-3
189784,2,0
189806,1,1
189828,2,0
189840,2,0
189862,2,1
189884,1,-3
189906,2,2
189929,2,-1
189960,2,5
189982,2,9
190004,1,14
190026,1,1
190048,2,3
190079,1,0
190092,2,1
190105,1,0
190126,1,-1
190165,2,6
190180,3,4
190209,1,24
190214,1,4
190236,2,4
190268,2,3
190280,1,3
190302,3,2
190324,2,12
190346,1,0
190369,1,3
190391,1,0
190422,1,2
190444,2,22
190473,2,-4
190496,4,3
190500,1,11
190522,1,6
190544,2,2
190584,1,-1
190605,1,-1
190610,1,3
190632,1,3
190654,1,3
190694,1,2
190716,1,3
190738,2,2
190744,2,4
190766,1,2
190788,2,16
190810,1,-1
190845,1,1
190867,1,14
190889,1,1
190910,2,4
190920,2,-2
190942,1,-2
190963,2,4
190986,4,-2
191021,2,2
191030,1,-1
191069,1,7
191088,2,8
191113,1,9
191135,2,-2
191140,1,0
191176,3,-3
191198,1,6
191220,2,-4
191227,2,9
191250,3,3
191285,1,2
191307,1,-1
191333,1,5
191352,2,29
191373,1,3
191383,1,4
191404,1,-2
191427,2,3
191461,1,7
191484,2,-4
191492,1,7
191513,1,1
191549,1,5
191570,2,6
191593,1,-1
191616,2,2
191627,1,11
191648,1,-3
191670,2,0
191704,1,4
191728,1,1
191749,1,3
191770,2,3
191780,1,5
191815,2,7
191837,1,10
191858,1,14
191880,1,9
191903,2,7
191927,2,3
191948,3,1
191953,1,3
191991,1,25
192013,1,3
192035,1,1
192044,1,6
192066,2,14
192085,1,1
192111,1,8
192133,2,1
192167,1,3
192188,2,2
192198,1,8
192220,2,-1
192255,1,4
192277,2,1
192287,1,4
192322,2,4
192330,2,3
192365,1,1
192374,1,0
192393,1,4
192421,2,6
192440,1,3
192463,3,1
192484,1,6
192507,1,1
192529,2,3
192550,3,4
192570,1,3
192602,1,2
192624,2,7
192646,3,51
192658,1,-4
192677,2,-3
192714,1,0
192737,3,1
192746,1,0
192784,2,-2
192790,2,2
192812,2,3
192839,1,7
192861,2,0
192878,1,1
192911,1,4
192932,1,1
192953,3,1
192976,4,-1
192991,1,4
193014,1,5
193049,2,4
193064,2,-1
193086,4,10
193098,2,-4
193131,1,6
193154,2,9
193174,2,2
193186,1,5
193208,3,4
193230,1,1
193263,1,4
193285,1,4
193300,1,4
193329,1,3
193351,2,3
193365,1,3
193395,1,5
193422,1,-2
193444,1,9
193450,3,2
193472,1,8
193495,1,9
193516,1,2
193548,1,0
193576,1,6
193598,2,3
193620,3,2
193640,1,1
193662,2,4
193685,3,6
193688,2,2
193710,2,8
193732,3,1
193773,1,-1
193795,2,4
193812,1,3
193827,1,6
193849,2,3
193871,1,11
193896,2,8
193915,2,3
193930,3,3
193952,1,11
193974,2,0
194014,2,3
194036,1,2
194040,1,3
194069,1,-1
194091,2,10
194116,3,0
194135,1,2
194157,1,-2
194172,1,-2
194213,2,0
194234,1,1
194255,2,0
194277,2,22
194301,1,4
194311,1,3
194336,2,-1
194365,1,2
194389,1,-1
194410,1,0
194432,1,4
194453,2,-2
194476,3,1
194485,1,5
194507,1,3
194540,1,5
194551,1,2
194589,2,4
194611,2,10
194632,1,9
194655,2,4
194676,2,1
194683,1,5
194720,1,2
194743,1,4
194749,2,2
194771,1,4
194793,2,4
194826,1,9
194847,1,8
194869,2,7
194892,3,7
194914,1,-1
194925,1,16
194947,1,1
194969,2,5
194991,1,2
195024,1,2
195045,1,4
195068,1,10
195089,1,1
195105,1,10
195127,1,5
195150,2,-3
195178,2,13
195200,1,4
195211,1,5
195233,4,9
195255,1,5
195288,2,8
195299,1,9
195321,2,3
195343,1,-3
195365,3,-1
195384,1,7
195414,1,2
195428,1,0
195467,1,8
195487,1,5
195509,2,-1
195532,1,5
195552,2,0
195560,1,5
195582,2,2
195621,2,6
195626,1,2
195648,1,2
195670,2,1
195708,2,-1
195728,1,8
195751,2,1
195774,3,2
195794,1,7
195817,1,0
195839,3,1
195846,1,14
195885,1,3
195907,3,1
195911,2,7
195949,1,6
195973,1,9
195994,1,8
196017,2,19
196039,1,4
196044,1,4
196083,1,0
196089,1,-3
196127,1,6
196147,2,3
196168,1,7
196193,2,5
196216,1,9
196237,2,1
196257,1,0
196279,1,4
196285,1,5
196326,1,6
196347,2,-3
196368,1,-1
196374,2,0
196411,1,3
196434,2,1
196450,1,2
196472,3,10
196494,1,-1
196516,2,4
196542,1,1
196549,1,4
196571,2,2
196593,3,6
196615,1,2
196637,2,4
196659,3,1
196681,4,5
196712,1,20
196734,1,-3
196747,2,7
196769,3,-1
196802,1,5
196824,2,4
196846,3,2
196868,1,7
196890,2,0
196914,3,1
196923,1,0
196945,2,4
196967,3,1
197000,1,5
197022,2,9
197046,1,1
197068,2,2
197077,1,9
197099,2,2
197121,1,3
197143,1,0
197174,2,0
197196,3,5
197220,2,2
197231,2,4
197253,3,4
197286,1,0
197308,2,23
197330,1,25
197354,1,3
197363,1,3
197385,2,2
197407,3,0
197440,1,-1
197462,2,3
197487,1,-3
197506,3,1
197517,2,7
197539,2,2
197572,1,2
197594,3,2
197614,2,0
197641,1,0
197663,2,25
197671,1,4
197693,3,4
197715,2,8
197748,1,1
197770,2,4
197792,3,5
197819,1,1
197836,3,8
197847,2,2
197869,3,9
197900,2,0
197913,2,1
197935,1,2
197957,2,2
197979,1,-1
198001,1,10
198032,1,1
198045,1,3
198078,1,-1
198100,2,1
198122,1,1
198144,1,-2
198166,2,8
198194,3,3
198199,1,5
198221,2,10
198254,1,9
198276,2,-3
198298,3,21
198312,1,3
198334,2,-4
198357,1,-4
198385,3,60
198400,1,2
198423,1,9
198445,2,6
198473,1,2
198505,1,5
198527,2,6
198549,1,4
198561,2,4
198583,3,1
198605,2,5
198620,2,4
198644,1,7
198665,1,8
198687,2,17
198715,1,9
198737,2,5
198759,1,1
198775,2,3
198813,1,-1
198829,1,8
198847,2,-1
198879,1,3
198901,2,8
198906,1,-2
198928,3,11
198957,1,0
198971,1,-3
199001,1,6
199023,1,0
199037,2,3
199067,2,3
199099,2,5
199102,1,0
199143,1,5
199155,1,3
199177,2,4
199199,3,1
199226,1,1
199242,1,14
199263,1,21
199292,1,3
199306,3,5
199329,1,-2
199358,1,7
199380,2,4
199402,1,21
199429,1,4
199437,1,10
199460,1,1
199483,1,16
199503,1,2
199534,1,4
199556,3,10
199578,1,3
199592,1,-2
199615,1,5
199636,1,7
199660,2,19
199680,2,0
199710,3,7
199725,1,16
199747,1,3
199775,1,1
199791,1,0
199812,1,5
199836,2,0
199857,1,10
199886,2,1
199899,2,14
199923,1,4
199944,2,14
199968,1,9
199985,2,0
200009,1,-1
200031,2,3
200054,1,8
200075,2,8
200111,1,4
200122,1,-5
200144,2,-1
200166,3,11
200188,1,5
200210,2,3
200232,3,-1
200254,4,-3
200276,1,0
200298,1,3
200320,2,6
200342,1,0
200368,1,4
200390,2,1
200413,1,3
200430,1,-2
200452,2,0
200474,1,1
200496,2,-1
200522,1,3
200544,2,9
200567,1,9
200589,2,0
200611,1,-2
200628,2,6
200655,1,-2
200677,1,3
200699,2,4
200716,1,12
200738,1,2
200760,3,0
200787,1,18
200809,1,3
200831,1,2
200853,2,7
200875,3,37
200897,1,4
200914,1,12
200936,1,0
200958,2,0
200980,3,1
201007,2,4
201029,1,6
201051,2,2
201073,3,1
201095,1,9
201117,2,2
201139,1,1
201156,2,4
201183,1,1
201200,2,2
201222,1,1
201242,1,3
201269,1,0
201291,1,0
201308,1,3
201330,2,11
201354,2,6
201379,1,11
201401,1,1
201423,4,-2
201440,2,3
201459,3,9
201489,1,9
201511,2,5
201533,1,5
201555,1,0
201572,1,-3
201593,2,1
201621,1,3
201640,2,-1
201665,1,-1
201684,1,2
201706,1,2
201728,1,2
201746,2,2
201776,1,-1
201798,1,7
201811,1,31
201842,1,0
201864,1,0
201879,1,7
201904,1,1
201930,1,5
201952,2,1
201970,1,0
201992,2,4
202014,1,1
202034,1,4
202058,1,3
202084,1,3
202106,2,4
202124,1,6
202146,2,1
202165,1,1
202188,2,0
202216,1,9
202231,1,6
202253,2,0
202287,1,4
202303,1,34
202325,1,3
202353,2,6
202363,1,0
202386,3,4
202420,1,3
202435,2,4
202463,1,0
202473,2,1
202501,2,2
202530,1,4
202549,2,6
202561,1,21
202584,1,13
202605,1,10
202627,1,5
202651,1,-1
202672,2,2
202705,1,15
202727,1,1
202737,1,0
202758,2,10
202781,1,12
202803,1,-2
202826,1,2
202847,1,-1
202882,1,1
202892,1,-1
202915,2,9
202948,1,1
202970,2,14
202992,1,9
203014,2,4
203029,1,3
203051,2,2
203080,1,7
203101,1,-1
203123,2,0
203145,2,5
203167,1,6
203189,1,3
203211,2,6
203234,3,-1
203256,1,2
203276,3,3
203300,1,2
203322,2,-3
203344,3,13
203350,2,-1
203389,2,6
203411,1,2
203416,1,1
203438,2,27
203477,1,7
203499,2,4
203521,1,5
203543,2,4
203565,1,2
203587,1,1
203593,1,1
203631,1,2
203653,2,9
203658,2,7
203686,1,3
203708,1,0
203741,1,3
203751,3,-3
203785,1,0
203807,2,8
203829,1,2
203851,2,3
203873,1,7
203895,2,17
203917,1,1
203935,2,13
203943,2,4
203983,1,17
204005,1,3
204027,1,3
204049,2,1
204054,1,22
204093,1,2
204115,2,3
204137,1,4
204155,2,5
204177,3,7
204186,1,2
204217,1,4
204239,2,3
204252,1,5
204274,2,2
204296,1,2
204326,1,3
204348,1,3
204371,2,4
204392,3,1
204406,2,1
204443,1,4
204466,2,8
204488,1,1
204500,1,5
204522,2,1
204546,1,0
204568,1,7
204590,2,2
204612,3,-1
204632,1,3
204662,1,7
204686,2,3
204707,1,4
204714,1,-3
204750,1,4
204772,1,2
204780,2,3
204805,1,1
204823,1,18
204853,1,23
204883,1,4
204905,1,5
204925,2,0
204939,1,9
204962,2,6
204988,2,5
205015,1,16
205022,1,-3
205054,2,11
205076,1,0
205088,1,2
205113,3,-1
205137,1,-2
205150,2,0
205191,1,1
205213,1,5
205235,2,7
205247,1,-4
205279,1,3
205282,1,9
205305,2,4
205326,1,6
205349,2,1
205388,2,-1
205400,2,9
205422,3,1
205437,2,1
205467,1,8
205489,2,6
205520,2,7
205544,1,5
205565,2,2
205569,1,0
205591,3,5
205631,1,2
205653,1,2
205665,2,2
205687,3,0
205719,1,18
205741,1,3
205763,3,-2
205766,2,1
205807,2,4
205831,1,9
205851,1,5
205873,2,2
205876,1,4
205899,2,3
205940,1,33
205961,1,8
205983,2,3
206005,1,4
206027,2,0
206051,1,2
206071,1,0
206093,2,2
206109,2,4
206132,3,3
206153,1,1
206181,1,4
206203,2,0
206207,2,2
206229,2,-1
206264,2,2
206285,1,2
206314,2,5
206329,1,0
206352,2,4
206361,1,2
206383,2,8
206405,3,2
206426,1,2
206463,1,1
206470,1,5
206492,2,3
206532,1,-1
206555,2,4
206572,1,1
206595,2,2
206603,2,2
206625,2,0
206661,1,3
206683,2,7
206709,2,6
206726,1,0
206748,2,0
206776,3,1
206793,1,4
206815,2,1
206823,3,12
206864,1,-1
206885,1,5
206907,2,0
206910,1,3
206932,3,1
206968,1,4
206990,2,3
206999,1,5
207021,2,2
207055,2,-1
207064,1,-1
207099,1,2
207121,2,0
207143,3,5
207153,1,2
207175,2,1
207197,3,-2
207235,1,3
207258,1,6
207283,2,6
207301,1,2
207316,1,1
207338,1,5
207360,3,0
207389,1,1
207412,1,5
207432,1,4
207455,1,1
207476,1,3
207492,1,4
207514,1,8
207536,2,0
207558,1,1
207580,2,-2
207602,1,6
207624,2,-2
207646,1,2
207679,1,3
207701,2,7
207720,1,0
207734,1,10
207762,2,10
207789,2,33
207800,1,2
207822,1,5
207851,2,9
207873,3,2
207895,1,2
207910,1,1
207939,1,3
207962,1,1
207976,1,1
208006,3,2
208020,2,3
208048,1,6
208071,1,3
208093,1,1
208115,2,8
208138,3,2
208159,1,5
208181,2,1
208196,1,4
208223,1,2
208245,2,5
208267,1,5
208289,2,3
208311,1,-2
208333,2,7
208355,3,3
208372,1,8
208384,2,4
208423,1,2
208434,2,7
208457,3,9
208472,1,2
208494,1,0
208516,2,1
208548,2,5
208577,2,6
208582,2,1
208610,1,19
208626,2,2
208658,1,11
208687,1,5
208708,2,1
208721,1,14
208746,2,-1
208768,2,-1
208798,1,17
208819,1,5
208841,1,5
208853,1,1
208873,2,3
208890,2,2
208922,1,9
208944,2,1
208973,1,21
208996,2,4
209017,1,8
209040,2,1
209050,2,10
209084,1,-1
209096,1,2
209116,1,4
209139,2,1
209171,1,-3
209183,1,3
209205,2,-1
209227,1,-1
209250,2,2
209272,3,5
209289,2,6
209316,1,2
209333,2,7
209355,1,-1
209377,1,9
209400,2,2
209421,1,1
209455,1,1
209483,3,6
209505,1,6
209527,1,6
209543,1,1
209564,2,4
209586,3,3
209609,1,1
209631,2,5
209650,3,1
209664,1,7
209686,2,0
209708,1,4
209735,1,5
209763,1,3
209791,2,3
209807,1,0
209826,1,4
209848,2,4
209879,1,6
209901,1,13
209923,1,3
209945,1,-2
209958,2,2
209972,1,5
209993,2,0
210026,2,6
210049,1,5
210059,1,8
210081,1,3
210104,1,-1
210143,1,3
210147,1,-1
210187,2,4
210197,1,15
210219,1,5
210251,2,-9
210262,2,5
210297,2,1
210319,3,10
210324,1,7
210345,2,0
210366,1,3
210388,2,3
210416,3,15
210442,2,3
210464,1,9
210483,1,3
210505,1,3
210534,1,0
210556,3,2
210578,3,9
210585,1,7
210607,2,0
210644,2,10
210671,1,0
210693,1,6
210709,1,1
210725,1,5
210746,2,3
210768,3,9
210791,1,7
210812,2,4
210842,1,2
210864,2,4
210878,1,8
210898,2,4
210923,1,18
210952,1,2
210967,1,2
210989,2,4
211018,1,2
211040,2,1
211055,1,9
211074,1,2
211098,2,17
211119,1,1
211150,1,2
211165,1,21
211184,1,1
211209,1,-1
211230,1,-4
211252,1,5
211274,3,8
211295,1,9
211327,3,11
211341,2,7
211370,1,2
211397,2,26
211419,2,1
211441,1,-3
211463,3,0
211485,1,-1
211490,1,0
211528,1,4
211547,3,2
211573,1,6
211595,2,-4
211601,2,2
211638,2,1
211641,1,11
211663,1,2
211705,1,3
211711,1,2
211732,1,3
211771,1,7
211773,1,5
211796,1,3
211837,1,4
211840,1,-4
211881,1,1
211903,2,8
211925,1,3
211947,2,3
211969,1,31
211975,2,1
212013,1,6
212035,2,-1
212057,1,9
212079,2,4
212101,1,4
212123,1,3
212145,1,1
212167,1,-2
212171,1,2
212193,2,14
212215,1,1
212246,1,3
212277,1,1
212282,1,0
212302,1,8
212325,2,8
212351,2,3
212387,1,7
212400,2,6
212422,1,-1
212444,2,2
212458,1,1
212488,1,9
212519,2,6
212541,2,2
212563,3,3
212585,2,0
212591,1,12
212616,3,-1
212635,1,1
212660,1,11
212686,1,2
212708,2,0
212739,1,2
212752,2,2
212766,1,6
212793,1,12
212814,3,1
212832,1,6
212854,2,8
212876,1,6
