,PlayId,Stadium,StadiumType
90200,20171015100987,Oakland-Alameda County Coliseum,outdoor
90222,20171015101057,Oakland-Alameda County Coliseum,outdoor
90244,20171015101078,Oakland-Alameda County Coliseum,outdoor
90266,20171015101188,Oakland-Alameda County Coliseum,outdoor
90288,20171015101325,Oakland-Alameda County Coliseum,outdoor
90310,20171015101370,Oakland-Alameda County Coliseum,outdoor
90332,20171015101543,Oakland-Alameda County Coliseum,outdoor
90354,20171015101961,Oakland-Alameda County Coliseum,outdoor
90376,20171015101982,Oakland-Alameda County Coliseum,outdoor
90398,20171015102008,Oakland-Alameda County Coliseum,outdoor
90420,20171015102080,Oakland-Alameda County Coliseum,outdoor
90442,20171015102227,Oakland-Alameda County Coliseum,outdoor
90464,20171015102274,Oakland-Alameda County Coliseum,outdoor
90486,20171015102295,Oakland-Alameda County Coliseum,outdoor
90508,20171015102390,Oakland-Alameda County Coliseum,outdoor
90530,20171015102413,Oakland-Alameda County Coliseum,outdoor
90552,20171015102505,Oakland-Alameda County Coliseum,outdoor
90574,20171015102526,Oakland-Alameda County Coliseum,outdoor
90596,20171015102771,Oakland-Alameda County Coliseum,outdoor
90618,20171015102816,Oakland-Alameda County Coliseum,outdoor
90640,20171015102837,Oakland-Alameda County Coliseum,outdoor
90662,20171015102979,Oakland-Alameda County Coliseum,outdoor
90684,20171015103081,Oakland-Alameda County Coliseum,outdoor
90706,20171015103129,Oakland-Alameda County Coliseum,outdoor
90728,20171015103258,Oakland-Alameda County Coliseum,outdoor
90750,20171015103379,Oakland-Alameda County Coliseum,outdoor
90772,20171015103424,Oakland-Alameda County Coliseum,outdoor
90794,20171015103462,Oakland-Alameda County Coliseum,outdoor
90816,20171015103500,Oakland-Alameda County Coliseum,outdoor
90838,20171015103538,Oakland-Alameda County Coliseum,outdoor
90860,20171015103576,Oakland-Alameda County Coliseum,outdoor
90882,20171015110058,Sports Authority Field at Mile High,outdoor
90904,20171015110170,Sports Authority Field at Mile High,outdoor
90926,20171015110215,Sports Authority Field at Mile High,outdoor
90948,20171015110305,Sports Authority Field at Mile High,outdoor
90970,20171015110350,Sports Authority Field at Mile High,outdoor
90992,20171015110481,Sports Authority Field at Mile High,outdoor
91014,20171015110624,Sports Authority Field at Mile High,outdoor
91036,20171015110689,Sports Authority Field at Mile High,outdoor
91058,20171015110768,Sports Authority Field at Mile High,outdoor
91080,20171015110835,Sports Authority Field at Mile High,outdoor
91102,20171015110873,Sports Authority Field at Mile High,outdoor
91124,20171015110958,Sports Authority Field at Mile High,outdoor
91146,20171015110979,Sports Authority Field at Mile High,outdoor
91168,20171015111000,Sports Authority Field at Mile High,outdoor
91190,20171015111096,Sports Authority Field at Mile High,outdoor
91212,20171015111141,Sports Authority Field at Mile High,outdoor
91234,20171015111362,Sports Authority Field at Mile High,outdoor
91256,20171015111383,Sports Authority Field at Mile High,outdoor
91278,20171015111474,Sports Authority Field at Mile High,outdoor
91300,20171015111757,Sports Authority Field at Mile High,outdoor
91322,20171015111825,Sports Authority Field at Mile High,outdoor
91344,20171015112068,Sports Authority Field at Mile High,outdoor
91366,20171015112242,Sports Authority Field at Mile High,outdoor
91388,20171015112263,Sports Authority Field at Mile High,outdoor
91410,20171015112373,Sports Authority Field at Mile High,outdoor
91432,20171015112398,Sports Authority Field at Mile High,outdoor
91454,20171015112466,Sports Authority Field at Mile High,outdoor
91476,20171015112511,Sports Authority Field at Mile High,outdoor
91498,20171015112658,Sports Authority Field at Mile High,outdoor
91520,20171015112855,Sports Authority Field at Mile High,outdoor
91542,20171015112876,Sports Authority Field at Mile High,outdoor
91564,20171015112939,Sports Authority Field at Mile High,outdoor
91586,20171015113101,Sports Authority Field at Mile High,outdoor
91608,20171015113122,Sports Authority Field at Mile High,outdoor
91630,20171015113483,Sports Authority Field at Mile High,outdoor
91652,20171015113523,Sports Authority Field at Mile High,outdoor
91674,20171015113544,Sports Authority Field at Mile High,outdoor
91696,20171015113565,Sports Authority Field at Mile High,outdoor
91718,20171015113643,Sports Authority Field at Mile High,outdoor
91740,20171015113840,Sports Authority Field at Mile High,outdoor
91762,20171015113923,Sports Authority Field at Mile High,outdoor
91784,20171015113944,Sports Authority Field at Mile High,outdoor
91806,20171015113976,Sports Authority Field at Mile High,outdoor
91828,20171015114013,Sports Authority Field at Mile High,outdoor
91850,20171015114080,Sports Authority Field at Mile High,outdoor
91872,20171015114101,Sports Authority Field at Mile High,outdoor
91894,20171016000117,Nissan Stadium,outdoor
91916,20171016000138,Nissan Stadium,outdoor
91938,20171016000192,Nissan Stadium,outdoor
91960,20171016000298,Nissan Stadium,outdoor
91982,20171016000319,Nissan Stadium,outdoor
92004,20171016000410,Nissan Stadium,outdoor
92026,20171016000431,Nissan Stadium,outdoor
92048,20171016000525,Nissan Stadium,outdoor
92070,20171016000546,Nissan Stadium,outdoor
92092,20171016000649,Nissan Stadium,outdoor
92114,20171016000694,Nissan Stadium,outdoor
92136,20171016000715,Nissan Stadium,outdoor
92158,20171016000862,Nissan Stadium,outdoor
92180,20171016000883,Nissan Stadium,outdoor
92202,20171016001074,Nissan Stadium,outdoor
92224,20171016001095,Nissan Stadium,outdoor
92246,20171016001188,Nissan Stadium,outdoor
92268,20171016001279,Nissan Stadium,outdoor
92290,20171016001300,Nissan Stadium,outdoor
92312,20171016001386,Nissan Stadium,outdoor
92334,20171016001407,Nissan Stadium,outdoor
92356,20171016001493,Nissan Stadium,outdoor
92378,20171016001798,Nissan Stadium,outdoor
92400,20171016001941,Nissan Stadium,outdoor
92422,20171016001962,Nissan Stadium,outdoor
92444,20171016002042,Nissan Stadium,outdoor
92466,20171016002063,Nissan Stadium,outdoor
92488,20171016002171,Nissan Stadium,outdoor
92510,20171016002236,Nissan Stadium,outdoor
92532,20171016002324,Nissan Stadium,outdoor
92554,20171016002404,Nissan Stadium,outdoor
92576,20171016002425,Nissan Stadium,outdoor
92598,20171016002660,Nissan Stadium,outdoor
92620,20171016002928,Nissan Stadium,outdoor
92642,20171016002949,Nissan Stadium,outdoor
92664,20171016002970,Nissan Stadium,outdoor
92686,20171016002991,Nissan Stadium,outdoor
92708,20171016003093,Nissan Stadium,outdoor
92730,20171016003203,Nissan Stadium,outdoor
92752,20171016003401,Nissan Stadium,outdoor
92774,20171016003446,Nissan Stadium,outdoor
92796,20171016003670,Nissan Stadium,outdoor
92818,20171016003708,Nissan Stadium,outdoor
92840,20171016003756,Nissan Stadium,outdoor
92862,20171016003794,Nissan Stadium,outdoor
92884,20171016003838,Nissan Stadium,outdoor
92906,20171019000052,Oakland-Alameda County Coliseum,outdoor
92928,20171019000073,Oakland-Alameda County Coliseum,outdoor
92950,20171019000094,Oakland-Alameda County Coliseum,outdoor
92972,20171019000115,Oakland-Alameda County Coliseum,outdoor
92994,20171019000184,Oakland-Alameda County Coliseum,outdoor
93016,20171019000307,Oakland-Alameda County Coliseum,outdoor
93038,20171019000481,Oakland-Alameda County Coliseum,outdoor
93060,20171019000502,Oakland-Alameda County Coliseum,outdoor
93082,20171019000662,Oakland-Alameda County Coliseum,outdoor
93104,20171019000729,Oakland-Alameda County Coliseum,outdoor
93126,20171019000750,Oakland-Alameda County Coliseum,outdoor
93148,20171019000795,Oakland-Alameda County Coliseum,outdoor
93170,20171019001005,Oakland-Alameda County Coliseum,outdoor
93192,20171019001066,Oakland-Alameda County Coliseum,outdoor
93214,20171019001159,Oakland-Alameda County Coliseum,outdoor
93236,20171019001280,Oakland-Alameda County Coliseum,outdoor
93258,20171019001386,Oakland-Alameda County Coliseum,outdoor
93280,20171019001521,Oakland-Alameda County Coliseum,outdoor
93302,20171019001624,Oakland-Alameda County Coliseum,outdoor
93324,20171019001804,Oakland-Alameda County Coliseum,outdoor
93346,20171019001946,Oakland-Alameda County Coliseum,outdoor
93368,20171019002308,Oakland-Alameda County Coliseum,outdoor
93390,20171019002329,Oakland-Alameda County Coliseum,outdoor
93412,20171019002374,Oakland-Alameda County Coliseum,outdoor
93434,20171019002419,Oakland-Alameda County Coliseum,outdoor
93456,20171019002502,Oakland-Alameda County Coliseum,outdoor
93478,20171019002640,Oakland-Alameda County Coliseum,outdoor
93500,20171019002711,Oakland-Alameda County Coliseum,outdoor
93522,20171019002807,Oakland-Alameda County Coliseum,outdoor
93544,20171019003063,Oakland-Alameda County Coliseum,outdoor
93566,20171019003123,Oakland-Alameda County Coliseum,outdoor
93588,20171019003168,Oakland-Alameda County Coliseum,outdoor
93610,20171019003279,Oakland-Alameda County Coliseum,outdoor
93632,20171019003512,Oakland-Alameda County Coliseum,outdoor
93654,20171019003607,Oakland-Alameda County Coliseum,outdoor
93676,20171019003652,Oakland-Alameda County Coliseum,outdoor
93698,20171019003719,Oakland-Alameda County Coliseum,outdoor
93720,20171019003740,Oakland-Alameda County Coliseum,outdoor
93742,20171019003761,Oakland-Alameda County Coliseum,outdoor
93764,20171019003857,Oakland-Alameda County Coliseum,outdoor
93786,20171019003949,Oakland-Alameda County Coliseum,outdoor
93808,20171019003970,Oakland-Alameda County Coliseum,outdoor
93830,20171022000056,New Era Field,outdoor
93852,20171022000105,New Era Field,outdoor
93874,20171022000126,New Era Field,outdoor
93896,20171022000229,New Era Field,outdoor
93918,20171022000431,New Era Field,outdoor
93940,20171022000581,New Era Field,outdoor
93962,20171022000719,New Era Field,outdoor
93984,20171022000768,New Era Field,outdoor
94006,20171022000817,New Era Field,outdoor
94028,20171022000987,New Era Field,outdoor
94050,20171022001044,New Era Field,outdoor
94072,20171022001065,New Era Field,outdoor
94094,20171022001109,New Era Field,outdoor
94116,20171022001190,New Era Field,outdoor
94138,20171022001260,New Era Field,outdoor
94160,20171022001298,New Era Field,outdoor
94182,20171022001346,New Era Field,outdoor
94204,20171022001375,New Era Field,outdoor
94226,20171022001396,New Era Field,outdoor
94248,20171022001580,New Era Field,outdoor
94270,20171022001629,New Era Field,outdoor
94292,20171022001797,New Era Field,outdoor
94314,20171022001846,New Era Field,outdoor
94336,20171022001957,New Era Field,outdoor
94358,20171022002426,New Era Field,outdoor
94380,20171022002447,New Era Field,outdoor
94402,20171022002505,New Era Field,outdoor
94424,20171022002543,New Era Field,outdoor
94446,20171022002645,New Era Field,outdoor
94468,20171022002757,New Era Field,outdoor
94490,20171022002806,New Era Field,outdoor
94512,20171022002983,New Era Field,outdoor
94534,20171022003068,New Era Field,outdoor
94556,20171022003152,New Era Field,outdoor
94578,20171022003220,New Era Field,outdoor
94600,20171022003241,New Era Field,outdoor
94622,20171022003428,New Era Field,outdoor
94644,20171022003596,New Era Field,outdoor
94666,20171022003645,New Era Field,outdoor
94688,20171022003789,New Era Field,outdoor
94710,20171022003816,New Era Field,outdoor
94732,20171022003902,New Era Field,outdoor
94754,20171022003923,New Era Field,outdoor
94776,20171022004011,New Era Field,outdoor
94798,20171022004032,New Era Field,outdoor
94820,20171022004228,New Era Field,outdoor
94842,20171022004319,New Era Field,outdoor
94864,20171022004357,New Era Field,outdoor
94886,20171022004444,New Era Field,outdoor
94908,20171022004483,New Era Field,outdoor
94930,20171022010050,Soldier Field,outdoor
94952,20171022010114,Soldier Field,outdoor
94974,20171022010159,Soldier Field,outdoor
94996,20171022010225,Soldier Field,outdoor
95018,20171022010419,Soldier Field,outdoor
95040,20171022010440,Soldier Field,outdoor
95062,20171022010519,Soldier Field,outdoor
95084,20171022010540,Soldier Field,outdoor
95106,20171022010644,Soldier Field,outdoor
95128,20171022010689,Soldier Field,outdoor
95150,20171022010710,Soldier Field,outdoor
95172,20171022010731,Soldier Field,outdoor
95194,20171022010752,Soldier Field,outdoor
95216,20171022010853,Soldier Field,outdoor
95238,20171022010874,Soldier Field,outdoor
95260,20171022010895,Soldier Field,outdoor
95282,20171022011018,Soldier Field,outdoor
95304,20171022011039,Soldier Field,outdoor
95326,20171022011147,Soldier Field,outdoor
95348,20171022011192,Soldier Field,outdoor
95370,20171022011215,Soldier Field,outdoor
95392,20171022011270,Soldier Field,outdoor
95414,20171022011339,Soldier Field,outdoor
95436,20171022011455,Soldier Field,outdoor
95458,20171022011493,Soldier Field,outdoor
95480,20171022011839,Soldier Field,outdoor
95502,20171022011939,Soldier Field,outdoor
95524,20171022012100,Soldier Field,outdoor
95546,20171022012207,Soldier Field,outdoor
95568,20171022012372,Soldier Field,outdoor
95590,20171022012458,Soldier Field,outdoor
95612,20171022012559,Soldier Field,outdoor
95634,20171022012690,Soldier Field,outdoor
95656,20171022012711,Soldier Field,outdoor
95678,20171022012811,Soldier Field,outdoor
95700,20171022012890,Soldier Field,outdoor
95722,20171022012911,Soldier Field,outdoor
95744,20171022012932,Soldier Field,outdoor
95766,20171022013132,Soldier Field,outdoor
95788,20171022013342,Soldier Field,outdoor
95810,20171022013380,Soldier Field,outdoor
95832,20171022013418,Soldier Field,outdoor
95854,20171022013439,Soldier Field,outdoor
95876,20171022020087,FirstEnergy Stadium,outdoor
95898,20171022020108,FirstEnergy Stadium,outdoor
95920,20171022020129,FirstEnergy Stadium,outdoor
95942,20171022020150,FirstEnergy Stadium,outdoor
95964,20171022020264,FirstEnergy Stadium,outdoor
95986,20171022020285,FirstEnergy Stadium,outdoor
96008,20171022020364,FirstEnergy Stadium,outdoor
96030,20171022020385,FirstEnergy Stadium,outdoor
96052,20171022020406,FirstEnergy Stadium,outdoor
96074,20171022020476,FirstEnergy Stadium,outdoor
96096,20171022020596,FirstEnergy Stadium,outdoor
96118,20171022020692,FirstEnergy Stadium,outdoor
96140,20171022020761,FirstEnergy Stadium,outdoor
96162,20171022020867,FirstEnergy Stadium,outdoor
96184,20171022020955,FirstEnergy Stadium,outdoor
96206,20171022021085,FirstEnergy Stadium,outdoor
96228,20171022021130,FirstEnergy Stadium,outdoor
96250,20171022021231,FirstEnergy Stadium,outdoor
96272,20171022021252,FirstEnergy Stadium,outdoor
96294,20171022021297,FirstEnergy Stadium,outdoor
96316,20171022021363,FirstEnergy Stadium,outdoor
96338,20171022021541,FirstEnergy Stadium,outdoor
96360,20171022022029,FirstEnergy Stadium,outdoor
96382,20171022022050,FirstEnergy Stadium,outdoor
96404,20171022022162,FirstEnergy Stadium,outdoor
96426,20171022022183,FirstEnergy Stadium,outdoor
96448,20171022022228,FirstEnergy Stadium,outdoor
96470,20171022022271,FirstEnergy Stadium,outdoor
96492,20171022022292,FirstEnergy Stadium,outdoor
96514,20171022022345,FirstEnergy Stadium,outdoor
96536,20171022022438,FirstEnergy Stadium,outdoor
96558,20171022022487,FirstEnergy Stadium,outdoor
96580,20171022022508,FirstEnergy Stadium,outdoor
96602,20171022022624,FirstEnergy Stadium,outdoor
96624,20171022022645,FirstEnergy Stadium,outdoor
96646,20171022022666,FirstEnergy Stadium,outdoor
96668,20171022022711,FirstEnergy Stadium,outdoor
96690,20171022022885,FirstEnergy Stadium,outdoor
96712,20171022022974,FirstEnergy Stadium,outdoor
96734,20171022023041,FirstEnergy Stadium,outdoor
96756,20171022023065,FirstEnergy Stadium,outdoor
96778,20171022023130,FirstEnergy Stadium,outdoor
96800,20171022023175,FirstEnergy Stadium,outdoor
96822,20171022023196,FirstEnergy Stadium,outdoor
96844,20171022023295,FirstEnergy Stadium,outdoor
96866,20171022023394,FirstEnergy Stadium,outdoor
96888,20171022023415,FirstEnergy Stadium,outdoor
96910,20171022023577,FirstEnergy Stadium,outdoor
96932,20171022023894,FirstEnergy Stadium,outdoor
96954,20171022024149,FirstEnergy Stadium,outdoor
96976,20171022024236,FirstEnergy Stadium,outdoor
96998,20171022024268,FirstEnergy Stadium,outdoor
97020,20171022024314,FirstEnergy Stadium,outdoor
97042,20171022024335,FirstEnergy Stadium,outdoor
97064,20171022024356,FirstEnergy Stadium,outdoor
97086,20171022030051,Lambeau Field,outdoor
97108,20171022030094,Lambeau Field,outdoor
97130,20171022030148,Lambeau Field,outdoor
97152,20171022030174,Lambeau Field,outdoor
97174,20171022030222,Lambeau Field,outdoor
97196,20171022030267,Lambeau Field,outdoor
97218,20171022030336,Lambeau Field,outdoor
97240,20171022030398,Lambeau Field,outdoor
97262,20171022030443,Lambeau Field,outdoor
97284,20171022030510,Lambeau Field,outdoor
97306,20171022030531,Lambeau Field,outdoor
97328,20171022030614,Lambeau Field,outdoor
97350,20171022030682,Lambeau Field,outdoor
97372,20171022030734,Lambeau Field,outdoor
97394,20171022030755,Lambeau Field,outdoor
97416,20171022030776,Lambeau Field,outdoor
97438,20171022030840,Lambeau Field,outdoor
97460,20171022030878,Lambeau Field,outdoor
97482,20171022030903,Lambeau Field,outdoor
97504,20171022030924,Lambeau Field,outdoor
97526,20171022031065,Lambeau Field,outdoor
97548,20171022031168,Lambeau Field,outdoor
97570,20171022031189,Lambeau Field,outdoor
97592,20171022031325,Lambeau Field,outdoor
97614,20171022031370,Lambeau Field,outdoor
