,DefendersInTheBox,Yards
145213,7,1
145235,7,12
145257,8,-1
145279,7,8
145301,8,11
145313,8,2
145334,8,3
145356,7,1
145378,7,-2
145399,7,1
145438,7,1
145459,6,2
145466,8,3
145506,7,-1
145526,6,-4
145549,8,-1
145561,6,0
145593,6,5
145614,7,2
145635,6,15
145659,6,19
145681,7,-1
145703,7,2
145725,11,1
145747,11,1
145769,6,17
145790,6,2
145813,6,0
145835,6,-1
145841,8,14
145863,8,20
145885,8,2
145906,8,11
145928,6,-2
145967,7,0
145988,6,18
146011,8,0
146014,6,-2
146055,6,4
146078,7,13
146099,6,8
146120,7,17
146143,8,3
146165,7,1
146187,8,-5
146209,8,4
146231,7,-1
146253,8,-1
146275,8,3
146296,7,1
146315,7,3
146336,8,5
146351,6,8
146373,7,6
146406,7,28
146415,8,4
146437,7,0
146459,7,1
146478,7,11
146503,8,4
146537,8,-2
146558,7,18
146585,8,0
146607,6,1
146625,8,0
146635,8,20
146657,8,3
146691,7,4
146714,7,5
146739,8,7
146749,7,6
146780,7,4
146801,6,7
146811,7,3
146829,7,6
146851,6,3
146878,7,2
146899,7,5
146933,6,10
146939,6,5
146965,7,0
146986,7,3
147014,6,13
147035,7,3
147052,6,2
147088,7,3
147109,6,21
147118,8,18
147141,7,5
147176,6,-2
147201,7,0
147219,7,2
147245,7,4
147264,6,4
147286,7,2
147308,8,3
147333,8,4
147355,8,12
147377,7,33
147379,7,-2
147418,7,7
147440,8,-2
147462,6,4
147467,7,-1
147490,8,2
147512,8,3
147549,8,2
147570,7,4
147596,7,2
147614,6,21
147639,8,0
147646,7,5
147668,8,4
147691,9,3
147710,8,3
147735,11,1
147768,6,3
147790,7,2
147807,5,-1
147824,5,3
147860,8,2
147882,7,7
147899,6,3
147922,6,7
147944,6,6
147970,7,1
147992,6,3
147997,7,9
148019,8,4
148040,7,7
148064,6,8
148086,7,2
148121,6,0
148142,8,6
148159,7,3
148190,7,3
148203,6,10
148225,6,4
148247,6,1
148269,6,11
148283,7,-1
148305,8,6
148327,6,6
148357,7,1
148379,6,9
148394,8,6
148416,6,1
148438,8,3
148476,6,5
148482,8,3
148506,6,4
148523,8,0
148545,8,2
148567,8,4
148589,8,2
148612,8,2
148634,7,-1
148674,6,4
148684,7,2
148705,5,3
148740,7,2
148753,7,5
148771,7,-4
148793,6,5
148819,8,1
148841,6,8
148862,6,3
148884,7,0
148915,6,3
148929,8,12
148951,7,3
148973,8,18
148995,8,1
149026,8,4
149036,8,7
149057,6,11
149082,7,1
149105,6,15
149127,5,4
149149,7,5
149167,7,-5
149189,7,-1
149215,7,7
149237,8,16
149266,8,12
149280,7,3
149302,7,66
149325,7,4
149347,10,0
149365,6,1
149391,7,-2
149423,7,16
149445,7,0
149457,8,2
149479,7,11
149509,7,0
149531,8,2
149544,6,3
149566,6,6
149597,8,3
149619,8,5
149641,7,43
149661,6,4
149666,7,2
149705,7,5
149710,8,4
149741,8,5
149762,7,13
149777,7,2
149798,7,1
149828,7,0
149863,7,-1
149885,8,0
149886,8,-2
149925,6,7
149939,8,16
149960,7,-2
149983,8,-2
150004,7,7
150035,7,3
150040,6,-4
150071,6,0
150101,7,-1
150106,7,5
150129,8,2
150167,6,3
150189,7,2
150211,6,7
150233,6,5
150255,6,5
150277,7,2
150299,7,4
150324,5,3
150346,6,5
150369,8,5
150391,6,3
150410,6,4
150432,7,7
150457,6,-1
150477,7,4
150486,6,2
150508,7,11
150542,7,50
150565,8,4
150575,6,-2
150598,6,3
150619,6,0
150653,6,7
150677,6,4
150699,7,10
150719,8,12
150726,7,4
150748,7,4
150771,6,2
150809,6,4
150831,7,3
150837,6,4
150875,4,5
150882,8,-1
150916,7,0
150927,6,4
150948,7,-1
150983,7,1
151005,7,-2
151016,6,0
151048,6,1
151057,7,10
151079,6,8
151100,7,2
151123,6,-1
151145,6,2
151168,7,6
151203,7,2
151225,6,16
151247,7,7
151268,6,12
151280,6,0
151308,8,5
151330,8,1
151347,7,4
151369,7,8
151390,6,6
151405,7,2
151435,7,-2
151449,7,3
151479,7,4
151506,6,7
151528,6,4
151545,7,29
151559,8,-1
151587,7,9
151610,8,-1
151638,8,1
151655,8,2
151682,7,0
151698,8,2
151720,8,0
151743,8,2
151762,8,-3
151792,7,-1
151808,8,0
151827,7,1
151849,4,8
151875,8,-1
151903,6,1
151924,8,3
151940,8,2
151962,6,4
151991,8,3
152012,7,1
152029,8,4
152051,8,9
152073,6,2
152094,7,2
152116,7,4
152138,8,5
152161,8,3
152175,8,0
152197,6,1
152227,7,1
152249,8,0
152277,9,0
152293,8,12
152315,8,2
152329,8,2
152358,7,3
152381,8,2
152403,8,3
152417,7,2
152459,7,8
152469,8,3
152491,7,4
152512,9,5
152547,8,6
152556,6,1
152579,7,4
152601,7,4
152623,8,-3
152657,7,5
152679,6,2
152701,7,1
152723,8,2
152745,6,-4
152767,8,3
152777,9,5
152811,5,0
152833,7,7
152843,7,1
152877,8,4
152899,7,1
152909,7,-3
152943,8,7
152965,6,1
152967,6,2
153009,6,3
153031,7,1
153053,8,0
153062,7,6
153085,6,4
153106,7,1
153141,6,0
153150,7,9
153173,8,2
153195,6,5
153217,8,-3
153251,5,6
153260,8,3
153282,8,2
153305,8,1
153326,8,5
153349,6,-2
153370,10,3
153405,7,1
153412,7,6
153434,6,7
153464,6,3
153486,6,-3
153502,6,9
153537,8,1
153552,8,-3
153574,6,7
153596,7,3
153618,7,2
153643,7,5
153662,8,13
153684,6,-2
153698,7,1
153720,7,-4
153742,7,1
153772,6,5
153786,8,-3
153823,7,-1
153830,7,-1
153860,8,9
153882,8,1
153896,8,4
153926,7,11
153948,7,1
153970,6,2
153992,7,-3
154006,7,1
154043,6,3
154050,8,5
154072,7,3
154109,6,7
154131,7,1
154153,7,4
154175,7,10
154197,6,3
154219,8,3
154226,6,3
154256,8,1
154278,7,4
154292,7,4
154314,8,-1
154351,7,34
154366,8,6
154388,8,2
154410,8,4
154432,8,0
154454,8,-2
154469,6,6
154491,6,5
154513,7,3
154535,7,6
154565,7,2
154589,7,3
154609,8,-3
154636,9,2
154653,8,13
154667,7,0
154697,9,0
154720,8,4
154741,9,8
154755,7,-1
154785,8,3
154799,7,5
154821,6,5
154843,7,-3
154878,9,3
154896,6,9
154918,6,7
154939,7,-4
154953,6,2
154975,6,0
155006,9,-2
155029,6,2
155039,6,2
155071,8,25
155095,7,6
155115,9,0
155137,8,2
155151,6,8
155182,7,3
155204,9,6
155226,8,4
155239,6,0
155261,7,-1
155291,7,2
155313,9,34
155336,8,2
155358,7,2
155379,8,9
155406,8,3
155424,9,3
155446,9,-1
155467,8,2
155487,7,4
155506,8,3
155528,8,3
155561,6,10
155575,8,9
155599,7,-12
155619,8,11
155649,7,3
155660,7,4
155682,8,7
155704,8,30
155726,7,4
155751,8,36
155764,6,-2
155792,7,3
155814,8,2
155836,8,1
155869,7,2
155886,8,2
155905,7,3
155927,8,2
155946,7,-1
155962,6,16
155990,8,1
156006,6,4
156028,6,-1
156056,7,3
156089,6,-1
156103,7,11
156125,7,3
156144,7,3
156163,8,4
156188,7,4
156210,7,7
156232,7,3
156265,7,2
156284,8,-8
156297,8,2
156331,6,24
156345,7,4
156375,6,-1
156386,7,4
156408,7,9
156430,8,17
156452,10,2
156485,7,3
156496,9,6
156518,10,3
156539,10,-1
156565,7,20
156587,8,31
156606,7,1
156625,6,3
156656,7,5
156678,7,-1
156696,7,1
156722,8,0
156744,7,6
156760,8,7
156782,7,7
156810,7,2
156832,7,3
156853,10,1
156870,6,5
156890,6,3
156913,6,16
156933,6,1
156968,7,9
156989,8,0
156998,4,3
157020,4,8
157052,7,3
157073,6,0
157100,6,-1
157112,7,3
157134,6,0
157156,8,2
157178,7,9
157200,6,1
157227,6,4
157249,8,14
157272,8,5
157298,7,3
157310,7,2
157332,6,1
157360,8,5
157382,8,9
157407,7,3
157430,6,2
157444,3,12
157464,6,12
157492,7,4
157514,8,-3
157530,6,3
157552,6,10
157574,6,0
157602,9,2
157624,9,2
157640,6,2
157662,7,0
157684,6,8
157712,8,3
157734,6,10
157760,7,2
157763,7,-1
157785,6,8
157807,7,2
157843,8,3
157851,7,37
157873,7,27
157911,7,1
157934,6,7
157955,8,-1
157977,7,3
157983,8,-2
158005,6,2
158040,8,0
158065,7,5
158087,6,4
158107,8,4
158115,7,-3
158153,7,-2
158176,6,20
158195,6,7
158219,8,19
158240,7,1
158247,7,6
158284,6,0
158307,6,1
158329,7,10
158351,7,0
158373,7,17
158395,7,4
158416,9,-2
158423,7,32
158451,7,3
158467,7,0
158504,8,10
158526,6,-4
158533,7,7
158555,11,-1
158597,7,10
158619,8,4
158636,8,0
158663,9,2
158685,8,1
158707,8,21
158714,4,2
158746,8,0
158767,8,2
158795,8,2
158813,6,7
158827,6,5
158857,6,6
158882,6,0
158903,7,7
158916,11,0
158938,11,0
158967,6,5
158992,6,2
159010,8,3
159035,6,5
159057,5,3
159080,7,3
159099,7,5
159121,7,3
159136,6,5
159158,8,1
159179,7,6
159209,7,2
159230,6,1
159245,6,5
159277,7,8
159299,7,-3
159311,6,4
159341,7,5
159363,7,-1
159373,6,-5
159400,7,-2
159429,6,1
159453,6,4
159475,6,5
159489,6,3
159511,6,1
159533,6,3
159554,8,4
159575,5,3
159608,6,3
159629,6,5
159637,7,-3
159657,5,4
159693,7,-2
159717,6,2
159736,6,2
159751,7,2
159773,7,3
159796,6,5
159827,6,0
159840,7,8
159862,9,-1
159883,8,4
159905,8,-1
159928,9,0
159949,7,-2
159976,7,4
159997,7,5
160020,7,3
160049,7,5
160052,7,2
160079,6,5
160101,7,3
160117,7,-1
160142,8,4
160161,7,4
160196,7,5
160206,7,0
160240,6,7
160269,7,2
160283,6,1
160299,9,-2
160328,6,25
160357,6,7
160379,6,5
160401,6,4
160423,7,3
160438,6,9
160460,7,2
160470,8,20
160504,6,5
160532,6,0
160536,7,11
160559,8,10
160583,8,3
160614,6,1
160639,8,0
160647,7,12
160668,8,-1
160690,7,3
160716,6,6
160738,6,1
160770,5,11
160779,8,4
160801,8,1
160823,8,4
160856,5,5
160879,7,0
160893,6,6
160908,5,4
160930,7,7
160957,7,4
160989,8,0
161010,8,22
161032,7,1
161054,7,4
161076,6,1
161091,7,-1
161126,8,5
161147,7,1
161160,6,5
161187,8,2
161194,6,-2
161222,6,2
161253,8,4
161275,8,1
161302,8,4
161324,7,4
161340,8,3
161362,6,4
161390,7,2
161407,7,1
161421,6,8
161443,7,1
161468,6,1
161490,6,8
161512,7,11
161539,8,12
161560,7,20
161582,7,-1
161590,6,4
161619,6,71
161634,7,4
161670,7,9
161693,8,8
161720,8,0
161722,6,1
161754,6,8
161766,6,2
161788,6,30
161810,6,5
161832,7,2
161854,7,-2
161886,6,17
161898,8,4
161920,7,-2
161947,6,4
161982,7,-3
162004,6,-2
162010,8,4
162032,6,2
162070,5,69
162092,6,-1
162115,6,4
162121,7,13
162143,7,3
162164,7,1
162202,5,4
162209,6,8
162230,7,7
162253,7,-4
162293,7,-1
162315,7,1
162320,6,-1
162356,6,2
162381,7,-6
162399,4,0
162409,7,3
162429,7,3
162448,7,3
162491,6,6
162495,8,2
162535,6,2
162557,6,2
162561,6,-2
162599,8,-1
162620,6,1
162624,8,1
162648,8,0
162686,6,0
162709,8,0
162714,7,2
162736,8,0
162758,7,-3
162799,6,0
162802,8,3
162824,9,1
162846,9,-1
162875,8,5
162896,7,2
162914,7,3
162941,11,1
162963,7,3
162985,8,0
163006,8,3
163038,7,1
163059,6,13
163083,8,6
163103,6,7
163116,8,-4
163137,8,2
163171,6,-3
163193,5,4
163211,7,2
163237,6,1
163256,7,-1
163282,9,0
163299,10,0
163314,8,-2
163337,6,4
163358,7,-3
163380,8,-1
163414,6,7
163435,6,6
163446,7,9
163467,7,2
163489,7,2
163523,7,5
163545,7,2
163556,7,5
163579,8,9
163599,8,6
163623,8,-2
163650,8,0
163666,7,3
163688,8,2
163711,7,17
163732,8,2
163754,7,2
163776,8,6
163798,8,1
163830,6,3
163838,7,2
163860,7,0
163883,5,1
163905,7,10
163927,7,1
163955,8,0
163971,6,-1
164004,7,5
164014,7,1
164049,6,5
164072,7,3
164092,6,5
164115,7,2
164125,7,1
164146,7,4
164171,6,9
164192,6,9
164214,6,3
164235,7,-6
164257,5,-2
164278,7,-1
164301,6,0
164322,8,46
164345,8,16
164367,7,11
164388,8,2
164419,6,10
164441,7,3
164469,6,1
164490,6,6
164512,7,0
164520,7,2
164554,7,-3
164575,7,8
164586,8,-4
164609,7,0
164630,7,2
164652,8,3
164674,6,-3
164708,6,5
164717,8,2
164741,8,1
164763,7,-4
164784,8,1
164807,7,1
164828,7,5
164850,8,1
164872,8,3
164904,7,5
164933,6,-4
164940,7,-3
164963,6,3
164991,8,6
165014,6,3
165042,8,3
165058,7,6
165081,6,6
165101,8,1
165116,8,1
165138,6,1
165164,7,1
165195,9,4
165218,8,4
165240,7,9
165261,6,6
165274,6,5
165296,5,3
165315,6,1
165340,7,-2
165358,6,11
165380,7,7
165402,7,1
165424,6,1
165446,6,5
165468,8,0
165490,7,1
165522,8,3
165543,6,5
165565,6,2
165578,6,6
165601,8,0
165631,7,5
165658,7,3
165680,6,4
165702,6,6
165724,8,2
165730,6,6
165754,7,9
165776,7,-2
165798,7,3
165820,8,2
165842,8,8
165863,8,1
165886,8,9
165912,8,7
165934,8,1
165951,7,5
165989,6,2
166011,8,0
166017,7,2
166039,8,3
166057,6,11
166099,7,1
166121,7,0
166131,7,9
166152,6,3
166187,7,0
166193,8,2
166211,6,4
166237,8,5
166258,7,6
166285,8,2
166307,8,4
166328,7,4
166350,7,1
166369,7,2
166391,7,4
166429,6,2
166431,6,3
166457,8,0
166495,7,6
166517,6,10
166539,4,11
166548,7,-2
166570,6,7
166605,8,1
166611,8,2
166649,6,-3
166671,7,3
166692,6,11
166714,7,9
166736,8,16
166757,8,8
166781,8,3
166803,6,6
166809,7,-1
166847,6,4
166857,7,9
166891,6,6
166913,6,1
166935,7,11
166957,8,-1
166979,5,5
167001,8,2
167023,8,3
167045,9,1
167067,9,0
167070,8,6
167092,8,4
167115,8,7
167137,7,10
167156,8,4
167197,6,5
167218,8,4
167241,6,3
167264,6,6
167268,8,1
167307,7,20
167329,7,2
167334,8,2
167374,7,5
167390,8,15
167418,6,6
167440,7,1
167443,8,3
167466,8,3
167488,7,9
167509,7,5
167532,6,-1
167560,7,0
167593,6,7
167615,6,5
167637,7,-4
167660,7,9
167681,8,3
167684,8,0
167706,6,3
167736,7,3
167758,11,2
167793,6,-1
167814,6,4
167836,6,2
167857,6,2
167879,8,9
167887,6,3
167904,6,8
167946,7,3
167967,6,1
167990,6,1
168011,6,8
168033,8,14
168056,8,3
168078,9,14
168083,7,14
168105,7,3
168128,7,12
168149,8,10
168171,7,-3
168193,5,6
168232,6,9
168255,7,1
168277,5,19
168294,5,11
168303,7,9
168326,7,13
168348,7,-1
168386,5,7
168409,8,6
168431,7,4
168453,8,4
168474,5,3
168479,5,0
168514,6,3
168523,7,4
168562,7,-4
168585,6,4
168607,7,1
168618,6,0
168633,6,2
168672,6,7
168694,6,3
168716,6,4
168721,7,27
168743,6,11
168765,8,-3
168788,7,0
168826,7,1
168844,6,-2
168854,7,9
168892,7,4
168915,8,6
168936,7,-4
168941,7,10
168964,6,1
168985,9,2
169008,5,4
169029,11,0
169069,7,15
169090,5,0
169113,8,14
169135,6,11
169156,8,-1
169159,8,3
169181,8,1
169212,8,-1
169233,8,1
169247,7,-3
169280,8,-3
169299,7,0
169314,7,2
169355,7,0
169377,6,4
169399,8,2
169421,6,5
169434,7,0
169446,5,1
169468,7,1
169500,6,3
169522,7,5
169544,6,3
169566,6,3
169588,7,14
169599,6,-2
169621,8,3
169643,8,-9
169676,8,7
169698,7,3
169720,6,-1
169742,7,4
169770,6,0
169786,8,3
169808,7,2
169827,8,10
169852,8,6
169874,8,2
169892,8,10
169914,7,7
169936,7,14
169958,8,9
169980,8,2
169994,9,1
170017,8,12
170046,8,4
170061,8,-1
170091,8,6
170112,8,1
170135,8,16
170149,7,0
170191,6,-1
170193,7,-1
170220,6,4
170257,6,3
170259,7,10
170301,7,4
170303,7,7
170325,8,-1
170353,8,1
170369,8,1
170411,7,3
170433,7,-5
170435,7,3
170457,7,1
170479,7,1
170501,6,2
170523,7,14
170550,6,8
170567,7,-3
170593,6,5
170629,6,-10
170653,6,16
170675,6,9
170697,6,2
170699,7,-4
170741,5,1
170743,8,0
170785,7,-3
170807,7,2
170809,7,7
170831,8,0
170873,7,2
170894,7,-3
170897,7,5
170919,7,11
170945,7,4
170963,7,0
170985,8,-1
171019,7,13
171044,11,2
171063,7,22
171087,8,3
171108,7,1
171123,7,8
171148,8,-1
171167,6,0
171192,7,0
171211,8,2
171236,6,3
171265,6,11
171286,7,4
171308,7,3
171329,7,22
171352,10,0
171368,8,3
171390,7,4
171409,7,2
171434,6,13
171456,7,-1
171475,6,9
171497,6,5
171519,7,1
171548,7,25
171570,6,5
171592,7,3
171614,6,5
171636,6,-3
171651,8,11
171676,7,-5
171703,7,3
171725,6,-1
171747,6,7
171764,3,4
171789,7,-3
171815,7,4
171837,6,8
171859,6,1
171881,9,-2
171900,6,6
171921,6,6
171943,7,3
171965,8,25
171987,8,-1
172011,8,2
172032,7,5
172054,7,2
172062,7,4
172094,8,0
172116,6,8
172140,7,-1
172170,8,3
172184,8,7
172205,7,4
172228,8,14
172259,7,1
172271,8,-1
172282,8,0
172304,8,3
172336,8,6
172348,11,0
172381,7,3
172404,6,1
172424,7,40
172447,7,0
172469,6,5
172490,7,3
172512,7,3
172536,8,3
172546,7,3
172568,6,1
172601,7,6
172623,6,6
172645,7,-1
172663,8,0
172688,7,2
172700,10,1
172722,9,2
172755,7,3
172778,6,5
172800,7,6
172822,7,0
172843,6,1
172875,6,-1
172876,8,4
172898,11,2
172920,8,-1
172942,9,0
172964,9,2
172986,9,4
173008,8,1
173041,6,13
173063,7,-2
173085,6,-1
173104,8,4
173136,6,0
173158,8,2
173170,8,1
173191,8,-1
173217,6,35
173238,7,1
173261,6,6
173283,6,1
173312,6,-6
173327,6,3
173346,8,2
173368,7,0
173393,6,22
173425,6,9
173447,6,7
173469,5,9
173479,7,0
173501,7,0
173524,8,-12
173547,7,5
173579,6,2
173591,7,3
173621,7,0
173642,7,30
173657,8,1
173679,6,6
173701,6,4
173723,7,0
173745,7,1
173770,7,0
173783,7,-1
173817,6,4
173836,6,1
173861,6,5
173880,7,10
173907,7,0
173912,8,1
173942,5,74
173968,7,1
173990,6,1
174008,7,6
174022,8,1
174056,7,4
174066,7,6
174088,9,1
174126,8,6
174132,8,3
174162,6,2
174176,8,2
174198,7,2
174228,7,0
174257,4,10
174263,7,5
174286,7,1
174323,8,3
174345,8,14
174367,7,3
174389,6,0
174396,8,7
174432,7,1
174448,7,5
174462,8,2
174500,7,11
174521,8,1
174544,7,0
174565,7,0
174589,7,11
174610,8,2
174632,8,3
174654,7,-1
174662,6,5
174684,7,3
174720,8,2
174742,8,4
174763,8,-2
174772,6,3
174797,8,2
174816,8,11
174839,7,4
174871,5,2
174882,7,2
174909,6,5
174927,7,-1
174952,6,14
174986,8,12
174992,7,-2
175027,8,2
175050,8,1
175072,7,1
175094,7,4
175115,7,5
175138,8,10
175158,7,0
175181,7,14
175203,7,5
175224,7,0
175234,7,1
175256,8,6
175282,8,7
175300,8,6
175327,8,-4
175344,10,0
175366,7,5
175388,7,0
175411,7,3
175445,7,0
175454,7,1
175476,7,-1
175502,8,-1
175524,6,1
175555,4,1
175581,7,0
175599,8,7
175612,9,5
175634,8,2
175665,6,5
175686,5,3
175711,8,2
175733,9,2
175745,9,1
175766,8,8
175788,6,4
175803,8,-6
175841,5,7
175862,5,0
175876,8,1
175898,8,-3
175929,8,7
175951,8,-1
175971,6,0
175997,6,4
176020,4,4
176039,8,3
176061,7,4
176083,7,6
176097,6,-2
176127,8,9
176149,8,4
176171,7,0
176184,6,4
176214,7,10
176226,6,6
176258,7,4
176281,7,3
176303,8,5
176324,7,2
176336,7,2
176358,7,2
176382,6,5
176411,6,6
176423,7,3
176444,7,1
176478,8,4
176499,7,4
176527,5,2
176541,6,7
176565,8,-1
176575,7,4
176599,6,3
176630,7,-1
176645,6,3
176674,6,1
176690,6,4
176711,11,0
176746,5,5
176768,7,11
176784,6,1
176812,5,4
176835,8,8
176840,7,1
176872,6,4
176901,5,9
176916,6,5
176938,7,7
176961,11,0
176983,11,1
177010,6,0
177032,6,1
177042,7,4
177062,7,-1
177085,6,2
177114,6,2
177136,6,6
177158,7,-1
177166,7,3
177202,6,3
177224,6,6
177247,8,0
177268,7,2
177284,6,3
177313,8,-3
177335,8,3
177357,7,7
177379,9,2
177401,9,-3
177423,8,5
177446,6,3
177469,6,11
177484,6,6
177506,8,6
177528,6,0
177550,8,-1
177578,7,2
177594,8,1
177623,6,3
177645,6,5
177660,7,1
177688,7,3
177710,7,2
177732,7,4
177746,6,4
177769,7,4
177792,6,4
177821,7,6
177843,6,3
177858,6,12
177880,5,2
177902,7,9
177924,6,0
177946,8,5
177974,6,4
177997,7,11
178019,6,4
178041,6,2
178056,7,6
178078,6,3
178100,5,5
178128,6,4
178144,7,-2
178172,8,14
178194,9,1
178216,8,5
178238,6,-3
178260,7,11
178276,7,1
178298,6,2
178320,6,-2
178342,6,4
178364,5,4
178379,8,-1
178401,7,0
178423,9,4
178462,8,4
178476,6,5
178506,7,-5
178511,6,17
178533,7,1
178555,6,2
178594,8,0
178600,7,3
178638,6,0
178660,8,-2
178680,7,10
178687,6,3
178709,7,5
178747,8,2
178770,10,29
178792,6,8
178796,8,-1
178819,7,0
178841,6,0
178863,8,1
178894,6,10
178906,7,1
178945,8,-3
178960,6,5
178972,7,3
178994,7,-1
179016,6,7
179038,6,2
179061,6,3
179083,6,2
179121,8,6
179127,6,6
179149,7,0
179188,7,12
179207,8,5
179229,8,1
179236,6,3
179258,6,6
179298,7,-3
179302,6,0
179342,7,8
179363,9,0
179385,9,3
179407,9,-1
179422,7,2
179452,9,0
179469,7,2
179490,7,2
179508,6,15
179530,7,-1
179552,6,-2
179574,7,1
179606,7,3
179627,7,1
179640,8,0
179662,8,8
179689,7,4
179710,8,1
179732,8,3
179754,7,7
179776,7,1
179798,7,-1
179820,8,6
179838,5,6
179864,6,8
179886,7,1
179913,7,1
179930,7,4
179948,7,1
179969,7,3
179997,7,7
180019,7,3
180040,6,8
180058,6,7
180080,6,-3
180106,7,9
180128,7,2
180150,7,8
180173,8,8
180200,7,4
180216,7,2
180234,6,3
180260,7,9
180283,8,6
180304,8,15
180326,7,11
180353,6,4
180375,8,3
180392,8,2
180414,7,-2
180437,10,1
180463,8,10
180485,9,0
180508,10,0
180530,10,1
180541,5,6
180563,7,3
180585,7,2
180607,7,1
180625,7,1
180648,6,6
180681,7,0
180706,6,-2
180725,7,5
180747,7,6
180769,6,3
180791,6,11
180800,8,4
180836,8,2
180859,7,4
180866,6,8
180889,8,1
180915,8,1
180933,8,0
180955,7,2
180976,8,30
180999,8,0
181032,7,10
181043,6,2
181079,7,6
181100,6,5
181124,7,6
181132,7,1
181167,7,13
181188,7,4
181212,7,3
181218,6,-2
181252,8,2
181262,7,1
181285,8,7
181306,8,0
181329,7,2
181353,7,5
181372,6,6
181394,8,3
181416,7,7
181438,8,2
181475,7,3
181483,8,2
181517,7,3
181539,7,7
181562,8,10
181585,8,0
181592,9,3
181615,9,3
181636,9,8
181658,9,3
181696,7,5
181710,7,1
181724,8,3
181747,6,0
181770,6,4
181806,6,8
181827,7,-4
181849,7,-1
181857,6,5
181879,6,2
181915,8,8
181937,8,2
181950,7,33
181972,6,0
181989,6,4
182023,7,9
182047,7,1
182060,6,2
182082,6,1
182114,7,1
182128,6,5
182142,6,-2
182163,9,4
182202,7,0
182214,7,3
182230,8,0
182268,7,11
182289,7,2
182302,8,2
182324,6,6
182356,7,8
182375,7,10
182398,7,3
182414,7,3
182443,8,7
182451,6,5
182478,10,0
182510,7,1
182529,7,2
182552,7,-1
182575,8,6
182597,8,11
182618,8,-2
182641,7,6
182654,6,1
182676,7,0
182698,5,3
182722,7,2
182744,7,18
182766,7,5
182788,7,2
182810,8,2
182827,6,6
182849,6,2
182868,6,10
182891,6,5
182910,6,-1
182942,7,4
182954,7,4
182976,7,7
182998,7,5
183030,7,11
183043,7,2
183064,7,44
183088,6,2
183118,6,4
183140,7,12
183162,6,0
183174,7,2
183198,7,31
183220,6,2
183244,6,3
183266,5,5
183298,5,5
183306,6,6
183328,6,4
183351,7,15
183375,9,0
183397,9,1
183426,7,4
183453,7,4
183475,7,1
183484,6,4
183504,7,0
183529,7,9
183551,7,14
183580,7,4
183592,7,5
183617,7,2
183646,6,13
183668,7,0
183690,6,12
183716,6,12
183724,8,-2
183746,8,0
183770,7,-2
183792,8,5
183816,6,2
183839,6,0
183864,7,8
183886,6,2
183905,8,7
183926,7,-7
183961,7,3
183984,6,-1
183993,7,2
184015,6,-1
184049,7,2
184073,8,1
184094,7,14
184116,7,0
184123,7,3
184161,7,4
184172,7,6
184194,7,1
184216,7,5
184235,6,14
184260,6,3
184282,6,2
184299,6,0
184335,8,0
184356,7,9
184380,7,2
184402,8,2
184411,8,3
184433,7,2
184458,6,7
184480,7,3
184497,6,2
184518,6,0
184543,7,4
184564,7,5
184590,6,-2
184622,7,1
184644,7,1
184665,8,3
184678,6,6
184696,8,18
184722,8,4
184740,9,3
184763,9,4
184785,10,-2
184808,7,5
184829,7,4
184852,7,1
184875,8,4
184909,6,2
184931,8,10
184953,6,5
184975,6,9
184997,7,-1
185019,8,9
185027,8,2
185063,6,1
185073,7,6
185093,9,2
185109,7,3
185151,6,25
185173,6,5
185195,8,0
185217,11,1
185227,7,1
185244,6,5
185269,7,2
185293,6,5
185313,8,8
185336,7,1
185360,7,3
185378,9,6
185401,7,6
185424,7,7
185459,6,5
185468,7,19
185490,7,9
185511,9,3
185535,7,4
185549,6,19
185571,6,3
185600,9,0
185635,6,8
185657,6,-3
185666,8,1
185687,7,0
185711,7,7
185727,11,0
185767,6,5
185789,6,8
185811,6,2
185833,6,7
185838,6,3
185860,5,8
185899,6,2
185921,6,4
185943,6,9
185965,7,20
185967,8,3
185989,7,3
186029,7,-1
186051,6,9
186074,8,2
186077,7,4
186099,6,5
186121,7,4
186161,7,7
186184,8,2
186187,6,4
186209,7,11
186231,8,2
186261,7,-2
186284,8,25
186297,8,3
186319,7,3
186360,8,-2
186381,8,4
186397,6,4
186425,8,2
186447,7,0
186460,7,8
186491,6,6
186514,7,3
186535,7,4
186557,8,5
186561,7,16
186592,7,5
186614,7,4
186627,7,2
186658,7,2
186689,7,-2
186711,8,1
186726,7,3
186756,8,-3
186768,7,2
186800,8,0
186803,6,1
186844,7,-6
186866,8,2
186888,7,24
186903,8,4
186925,9,1
186955,7,1
186977,7,2
186999,6,4
187004,6,6
187025,6,8
187047,6,0
187070,7,0
187109,9,7
187131,8,-5
187140,7,3
187161,8,5
187197,6,6
187219,9,0
187241,6,8
187245,7,6
187266,7,11
187287,7,-1
187329,6,11
187351,9,3
187373,6,1
187395,6,7
187417,6,2
187420,5,14
187443,8,1
187483,5,2
187487,5,5
187527,8,2
187531,8,3
187571,7,0
187593,9,-3
187615,7,42
187619,7,-5
187659,9,1
187664,7,3
187683,6,9
187724,6,4
187743,8,12
187765,7,-1
187787,8,2
187792,6,1
187814,6,3
187852,8,5
187874,8,4
187880,6,8
187923,7,8
187936,5,2
187959,7,6
187981,10,0
188011,9,2
188012,7,10
188034,8,2
188056,7,4
188078,6,3
188100,10,2
188135,8,1
188144,8,6
188179,8,72
188209,9,9
188223,9,3
188253,6,1
188267,7,4
188289,8,-4
188298,8,3
188320,8,0
188363,7,6
188374,6,5
